postalcode;street;lat;lng;price;area;volume;floors;year_build;has_garden;type;photos;rooms
1013 Amsterdam;Silodam;52.38770000;4.88390000;0;0;0;1;0;0;parkeergelegenheid;3;1
1012 VJ Amsterdam;Singel 143 -4;52.37350000;4.89510000;425000;59;181;2;1906;0;appartement;26;2
1065 EG Amsterdam;Jacques Veltmanstraat;52.35730000;4.82780000;22500;0;0;1;0;0;parkeergelegenheid;1;1
1051 XA Amsterdam;Van Beuningenplein 172;52.38180000;4.87170000;475000;84;225;2;1914;0;appartement;27;3
1096 AK Amsterdam;State Amsterdam;52.33870000;4.91970000;1365094;220;572;1;2019;0;appartement;6;6
1097 BM Amsterdam;Holland Park;52.34650000;4.93010000;579500;124;411;1;2018;1;appartement;13;4
1017 VD Amsterdam;Nieuwe Looiersstraat 74;52.36300000;4.89240000;1195000;171;579;4;1906;1;woonhuis;32;7
1069 DA Amsterdam;Wolbrantskerkweg 76 D;52.35560000;4.79070000;284500;92;288;9;2004;0;appartement;25;3
1072 NN Amsterdam;Eerste Jan Steenstraat 70 I;52.35350000;4.89020000;249000;50;125;1;1893;0;appartement;18;3
1025 NM Amsterdam;Voornestraat 10;52.39900000;4.93610000;349000;84;210;2;1933;1;woonhuis;9;4
1012 GR Amsterdam;Heintje Hoekssteeg 5 C;52.37350000;4.89510000;575000;103;253;4;1991;0;appartement;27;3
1052 KH Amsterdam;Van Oldenbarneveldtstraat 90 III;52.37700000;4.87400000;225000;47;114;1;1906;0;appartement;22;2
1074 EH Amsterdam;Kuipersstraat 75 I;52.35390000;4.90420000;299000;51;170;4;1906;0;appartement;22;2
1068 WL Amsterdam;Nicolaas Anslijnstraat 29;52.35920000;4.80520000;189000;81;202;2;1962;0;appartement;39;3
1021 PP Amsterdam;Binnendraaierij 23;52.38460000;4.91720000;225000;64;196;1;1981;0;appartement;14;2
1107 XC Amsterdam;Wethouder Insingerstraat 45;52.29320000;4.98030000;159500;68;170;2;1985;0;appartement;20;3
1074 VL Amsterdam;Tolstraat 122 II;52.35390000;4.90420000;275000;59;192;1;1907;0;appartement;11;1
1103 PS Amsterdam;Geerdinkhof 86;52.32310000;4.97220000;349000;149;387;2;1977;1;woonhuis;22;6
1069 LK Amsterdam;Baden Powellweg 62 -A;52.35560000;4.79070000;275000;94;310;1;2008;0;appartement;34;3
1082 LT Amsterdam;Arent Janszoon Ernststraat 208;52.33110000;4.87420000;625000;104;420;2;2007;1;woonhuis;31;4
1018 AK Amsterdam;Funenpark 540;52.36760000;4.91840000;490000;90;345;1;2007;1;appartement;17;3
1034 LG Amsterdam;Bramzeilhof 20;52.40750000;4.91700000;218000;0;0;1;0;0;onbekend;1;1
1019 HC Amsterdam;Veembroederhof 152;52.37330000;4.93910000;489000;94;290;1;2006;0;appartement;34;3
1075 NB Amsterdam;Cornelis Krusemanstraat 1;52.35180000;4.85860000;269000;0;0;1;0;0;onbekend;1;1
1063 AL Amsterdam;Harry Koningsbergerstraat 278;52.38140000;4.82590000;135000;30;78;1;1959;0;appartement;19;1
1079 WP Amsterdam;Kribbestraat 59 I;52.34230000;4.90360000;285000;56;148;1;1935;0;appartement;23;3
1077 HG Amsterdam;Brahmsstraat 2 -A;52.34600000;4.87380000;1198000;185;518;2;1930;1;appartement;47;5
1073 GE Amsterdam;Rustenburgerstraat 289 C;52.35320000;4.89820000;289000;50;160;1;1896;0;appartement;24;3
1013 NN Amsterdam;Barentszstraat 267 III+IV;52.38770000;4.88390000;400000;75;215;2;1906;1;appartement;25;4
1077 HZ Amsterdam;Beethovenstraat 109 4;52.34600000;4.87380000;495000;86;304;2;1931;1;appartement;18;3
1098 XB Amsterdam;Carolina MacGillavrylaan 472;52.35290000;4.94220000;375000;98;332;1;2007;0;appartement;19;3
1021 LK Amsterdam;IJplein 305;52.38460000;4.91720000;315000;62;192;1;1984;0;appartement;28;2
1078 AL Amsterdam;Amstelkade 72 B;52.34640000;4.89770000;675000;129;439;2;1924;0;appartement;34;7
1063 PV Amsterdam;Adolphine Eduardine Kokplantsoen 14;52.38140000;4.82590000;250000;93;280;1;1997;0;appartement;33;4
