original_postalcode,original_street,original_lat,original_lng,original_price,original_area,original_volume,original_floors,original_year_build,original_has_garden,original_type,original_photos,original_rooms,distance,formatted,lat,lon,name,housenumber,street,postcode,district,suburb,city,state,country,country_code,attribution,attribution_license,attribution_url
1081 HR Amsterdam,Pekkendam 8,52.32780000,4.86200000,1700000,242,720,2,1964,1,woonhuis,26,7,45.897876912526065,"Van Der Boechorststraat 40, 1081 BV Amsterdam, Netherlands",52.327514,4.861513,,40,Van Der Boechorststraat,1081BV,Zuid,Buitenveldert-West,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1060 PD Amsterdam,Pasubio 13,52.34910000,4.78350000,275000,84,281,2,1994,1,woonhuis,20,3,2.700931735231882,"De Alpen, 1060 PH Amsterdam, Netherlands",52.3502145,4.780774,De Alpen,,De Alpen,1060PH,,De Aker,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1098 CB Amsterdam,Hogeweg 2 A2,52.35290000,4.94220000,740000,143,450,2,1900,0,appartement,20,6,5.359207257903827,"Voltaplein 42, 1098 NS Amsterdam, Netherlands",52.3529478,4.9421899,,42,Voltaplein,1098NS,Oost,Oost,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1013 AW Amsterdam,Silodam 384,52.38770000,4.88390000,38000,0,0,1,0,0,parkeergelegenheid,1,1,22.600580536478933,"Houtmankade 58A, 1013 MZ Amsterdam, Netherlands",52.387801,4.883611,,58A,Houtmankade,1013MZ,West,Spaarndammer- en Zeeheldenbuurt,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1055 BN Amsterdam,Sanderijnstraat 29 III,52.38020000,4.85240000,285000,50,165,1,1940,1,appartement,21,3,1.7680981373911713,"Hertspieghelweg 8-3, 1055 KL Amsterdam, Netherlands",52.380187,4.852385,,8-3,Hertspieghelweg,1055KL,West,Landlust,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1066 DA Amsterdam,Gerrit van der Puijstraat 4,52.34600000,4.81630000,415000,129,441,3,1993,1,woonhuis,31,6,2.7080196663115323,"Antwerpenbaan, Laan van Vlaanderen, 1066 JL Amsterdam, Netherlands",52.3460233,4.8162884,Antwerpenbaan,,Laan van Vlaanderen,1066JL,Nieuw-West,Sloterpolder,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1017 BA Amsterdam,Beulingstraat 6 /B,52.36300000,4.89240000,650000,124,353,1,1906,0,appartement,25,2,0.6133852941470841,"Kerkstraat 245L, 1017 GW Amsterdam, Netherlands",52.3629963,4.8923933,,245L,Kerkstraat,1017GW,Centrum,Centrum,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1058 XK Amsterdam,Bonairestraat 64 hs,52.35790000,4.85100000,299000,59,227,1,1930,1,appartement,17,3,3.014316145532016,"Surinameplein, 1058 Amsterdam, Netherlands",52.357885,4.8518022,Surinameplein,,Surinameplein,1058,,,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1068 WX Amsterdam,Nicolaas Anslijnstraat 145,52.35920000,4.80520000,200000,82,200,2,1963,0,appartement,33,3,1.9680665618174287,"Osdorpplein 677, 1068 TC Amsterdam, Netherlands",52.3592167,4.8052096,,677,Osdorpplein,1068TC,Nieuw-West,Nieuw-West,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1092 BB Amsterdam,Beukenplein 53,52.35650000,4.92280000,395000,82,237,1,1997,0,appartement,18,3,22.97756790395036,"Tugelaweg 40G, 1092 VG Amsterdam, Netherlands",52.35637,4.923063,,40G,Tugelaweg,1092VG,Oost,Transvaalbuurt,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1082 MS Amsterdam,Gustav Mahlerplein 227,52.33110000,4.87420000,945000,157,471,1,2009,0,appartement,35,3,14.773310690004186,"Doddendaal 197, 1082 XT Amsterdam, Netherlands",52.3309672,4.8742065,,197,Doddendaal,1082XT,Zuid,Buitenveldert,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1055 RZ Amsterdam,Nieuwpoortstraat 86 B6,52.38020000,4.85240000,237500,49,174,1,2017,1,appartement,20,2,1.7680981373911713,"Hertspieghelweg 8-3, 1055 KL Amsterdam, Netherlands",52.380187,4.852385,,8-3,Hertspieghelweg,1055KL,West,Landlust,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1016 XM Amsterdam,Raamstraat 4,52.37090000,4.88160000,895000,135,464,6,1906,1,woonhuis,37,9,0,"Canal Ring Area of Amsterdam, Konijnenstraat 20, 1021 HR Amsterdam, Netherlands",52.3709412,4.8817323,Canal Ring Area of Amsterdam,20,Konijnenstraat,1021HR,,Centrum,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1106 DS Amsterdam,Wamelplein 107,52.29910000,4.97540000,139500,60,177,4,1983,0,appartement,20,2,2.9495910662578444,"Pannerdenstraat, 1106 BG Amsterdam, Netherlands",52.2991825,4.9753742,Pannerdenstraat,,Pannerdenstraat,1106BG,,Zuidoost,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1013 Amsterdam,Narva Eiland West (Bouwnr. 71),52.38770000,4.88390000,753919,142,355,2,2017,0,woonhuis,10,6,22.600580536478933,"Houtmankade 58A, 1013 MZ Amsterdam, Netherlands",52.387801,4.883611,,58A,Houtmankade,1013MZ,West,Spaarndammer- en Zeeheldenbuurt,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1072 CV Amsterdam,Albert Cuypstraat 40 -3,52.35350000,4.89020000,250000,37,89,1,1906,0,appartement,19,2,4.566243169923167,"Eerste Jan van der Heijdenstraat 109-HV, 1072 TN Amsterdam, Netherlands",52.3534607,4.8901805,,109-HV,Eerste Jan van der Heijdenstraat,1072TN,,Zuid,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1086 ZR Amsterdam,William Barlowlaan 56,52.36280000,4.98190000,765000,208,804,4,2009,1,woonhuis,48,8,0.535708752118495,"IJburglaan 257, 1086 ZJ Amsterdam, Netherlands",52.3627971,4.9819063,,257,IJburglaan,1086ZJ,Oost,Steigereiland-Noord,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1037 RS Amsterdam,Zijkanaal H-weg 61,52.42530000,4.86020000,585000,0,0,1,0,0,onbekend,1,1,73.85849053196387,"Zijkanaal H-weg 25, 1037 RR Amsterdam, Netherlands",52.425916,4.85957465,,25,Zijkanaal H-weg,1037RR,Noord,Oostzanerwerf,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1068 NK Amsterdam,Pieter Calandlaan 395,52.35920000,4.80520000,199000,80,270,2,1965,0,appartement,17,3,1.9680665618174287,"Osdorpplein 677, 1068 TC Amsterdam, Netherlands",52.3592167,4.8052096,,677,Osdorpplein,1068TC,Nieuw-West,Nieuw-West,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1064 HB Amsterdam,Slotermeerlaan 18 B,52.37420000,4.82180000,395000,119,315,1,1999,0,appartement,14,3,6.234539033066015,"A.J. Krophollerstraat 6, 1064 DB Amsterdam, Netherlands",52.3742289,4.8217213,,6,A.J. Krophollerstraat,1064DB,,Nieuw-West,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1019 MA Amsterdam,Levantplein 1 *,52.37330000,4.93910000,1960000,407,1400,4,1992,0,woonhuis,41,10,5.763955155170856,"C.J.K. van Aalststraat 44, 1019 JZ Amsterdam, Netherlands",52.3732484,4.9391081,,44,C.J.K. van Aalststraat,1019JZ,,Eastern Docklands,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1055 NH Amsterdam,Admiraal De Ruijterweg 482,52.38020000,4.85240000,300000,62,233,1,1931,1,appartement,18,3,1.7680981373911713,"Hertspieghelweg 8-3, 1055 KL Amsterdam, Netherlands",52.380187,4.852385,,8-3,Hertspieghelweg,1055KL,West,Landlust,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1058 NK Amsterdam,Legmeerplein 19 III,52.35790000,4.85100000,295000,61,155,1,1932,0,appartement,18,3,3.014316145532016,"Surinameplein, 1058 Amsterdam, Netherlands",52.357885,4.8518022,Surinameplein,,Surinameplein,1058,,,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1051 NW Amsterdam,Haarlemmerweg 271 -A,52.38180000,4.87170000,375000,80,192,9,1996,0,appartement,15,3,4.222585482550074,"Van Beuningenstraat 194E, 1051 XZ Amsterdam, Netherlands",52.381764,4.8716802,,194E,Van Beuningenstraat,1051XZ,West,West,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1015 NT Amsterdam,Tweede Anjeliersdwarsstraat 8 C,52.37840000,4.88360000,275000,41,188,2,1974,0,appartement,18,3,11.715735159463115,"Westerstraat 105-1, 1015 LX Amsterdam, Netherlands",52.3783013,4.8836604,,105-1,Westerstraat,1015LX,Centrum,Centrum,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1066 PB Amsterdam,Mechelensingel 49,52.34600000,4.81630000,319500,110,377,3,1992,1,woonhuis,29,4,2.7080196663115323,"Antwerpenbaan, Laan van Vlaanderen, 1066 JL Amsterdam, Netherlands",52.3460233,4.8162884,Antwerpenbaan,,Laan van Vlaanderen,1066JL,Nieuw-West,Sloterpolder,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1057 GV Amsterdam,Van Speijkstraat 135 huis,52.36770000,4.85510000,750000,135,452,2,1924,1,appartement,28,4,0.972402630340097,"Maranatha, Cabotstraat 33, 1057 VP Amsterdam, Netherlands",52.36786965,4.855041608946916,Maranatha,33,Cabotstraat,1057VP,West,West,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1087 LB Amsterdam,Ben van Meerendonkstraat 39,52.35390000,5.00050000,250000,81,263,1,2001,0,appartement,27,3,14.547622573122053,"Maria Austriastraat 987, 1087 JB Amsterdam, Netherlands",52.353989,5.000657,,987,Maria Austriastraat,1087JB,Oost,IJburg West,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1019 CV Amsterdam,Dick Greinerstraat 86,52.37330000,4.93910000,250000,63,190,1,1987,0,appartement,22,3,5.763955155170856,"C.J.K. van Aalststraat 44, 1019 JZ Amsterdam, Netherlands",52.3732484,4.9391081,,44,C.J.K. van Aalststraat,1019JZ,,Eastern Docklands,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1073 TB Amsterdam,Karel du Jardinstraat 53 HS+PP,52.35320000,4.89820000,550000,83,328,1,2000,1,appartement,39,3,2.2512175683180513,"Van Ostadestraat 209K, 1073 TN Amsterdam, Netherlands",52.3532055,4.8981681,,209K,Van Ostadestraat,1073TN,Zuid,Zuid,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1036 KC Amsterdam,Kwekerijlaan 34,52.40820000,4.90250000,400000,136,458,3,2008,1,woonhuis,32,7,6.7905288203880145,"Boomgaardlaan 61, 1036 KJ Amsterdam, Netherlands",52.4082276,4.9024107,,61,Boomgaardlaan,1036KJ,Noord,Noord,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1019 PE Amsterdam,Bogortuin 187,52.37330000,4.93910000,575000,110,300,8,2001,0,appartement,23,3,5.763955155170856,"C.J.K. van Aalststraat 44, 1019 JZ Amsterdam, Netherlands",52.3732484,4.9391081,,44,C.J.K. van Aalststraat,1019JZ,,Eastern Docklands,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1075 CV Amsterdam,Koninginneweg 257 hs,52.35180000,4.85860000,1350000,210,590,3,1903,1,appartement,34,7,12.51019917998629,"Koninginneweg 237-H, 1075 CT Amsterdam, Netherlands",52.3519024,4.8585237,,237-H,Koninginneweg,1075CT,Zuid,Zuid,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1076 KS Amsterdam,Argonautenstraat 48 2,52.34550000,4.86070000,300000,62,210,1,1935,0,appartement,12,3,10.92988934570428,"Stadionweg 227-1, 1076 NT Amsterdam, Netherlands",52.3454054,4.8607437,,227-1,Stadionweg,1076NT,Zuid,Zuid,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1068 JH Amsterdam,Eastonstraat 227 *,52.35920000,4.80520000,225000,77,220,1,1964,0,appartement,18,4,1.9680665618174287,"Osdorpplein 677, 1068 TC Amsterdam, Netherlands",52.3592167,4.8052096,,677,Osdorpplein,1068TC,Nieuw-West,Nieuw-West,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1082 EW Amsterdam,Koxhorn 19 1,52.33110000,4.87420000,325000,76,220,1,1962,0,appartement,29,3,14.773310690004186,"Doddendaal 197, 1082 XT Amsterdam, Netherlands",52.3309672,4.8742065,,197,Doddendaal,1082XT,Zuid,Buitenveldert,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1024 CN Amsterdam,Ganzenveldstraat 55,52.39390000,4.95470000,250000,91,245,2,1965,1,woonhuis,22,5,5.346782837843484,"Zandvoortstraat 70, 1024 WE Amsterdam, Netherlands",52.3938521,4.9546931,,70,Zandvoortstraat,1024WE,Noord,Waterlandpleinbuurt,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1013 SM Amsterdam,Van Noordtstraat 9 -B,52.38770000,4.88390000,175000,32,95,1,1901,0,appartement,23,1,22.600580536478933,"Houtmankade 58A, 1013 MZ Amsterdam, Netherlands",52.387801,4.883611,,58A,Houtmankade,1013MZ,West,Spaarndammer- en Zeeheldenbuurt,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1011 VM Amsterdam,Rapenburgerstraat 171 C,52.37100000,4.90410000,725000,140,588,1,1790,0,appartement,27,4,0.9358233445245736,"Keizersbrug, 1011 KV Amsterdam, Netherlands",52.3710995,4.9040025,Keizersbrug,,Keizersbrug,1011KV,,Centrum,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1097 EW Amsterdam,Maxwellstraat 2,52.34650000,4.93010000,650000,155,500,2,1945,1,woonhuis,46,5,2.796740279342611,"Darwinplantsoen 6, 1097 EX Amsterdam, Netherlands",52.3465023,4.930059,,6,Darwinplantsoen,1097EX,Oost,Oost,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1074 JH Amsterdam,Amsteldijk 724,52.35390000,4.90420000,519000,0,0,1,0,0,onbekend,1,1,2.0789574675973093,"Kuipersstraat 63-H, 1074 EG Amsterdam, Netherlands",52.353913,4.904222,,63-H,Kuipersstraat,1074EG,Zuid,Nieuwe Pijp,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1102 VN Amsterdam,Alfred Döblinstraat 126,52.31660000,4.95170000,185000,70,179,1,1985,0,appartement,1,3,49.79663637578256,"Raoul Wallenberghofje 3, 1102 AH Amsterdam, Netherlands",52.316997,4.952039,,3,Raoul Wallenberghofje,1102AH,Zuidoost,Bijlmer Centrum,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1054 JK Amsterdam,Gerard Brandtstraat 18,52.36170000,4.86690000,1650000,297,1093,5,1880,1,woonhuis,28,10,12.085615741751521,"Brederodestraat 15-2, 1054 MP Amsterdam, Netherlands",52.361808,4.86692,,15-2,Brederodestraat,1054MP,West,Helmersbuurt,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1076 CA Amsterdam,Donarstraat 11 III,52.34550000,4.86070000,800000,125,428,3,1931,1,appartement,46,4,10.92988934570428,"Stadionweg 227-1, 1076 NT Amsterdam, Netherlands",52.3454054,4.8607437,,227-1,Stadionweg,1076NT,Zuid,Zuid,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1071 VV Amsterdam,Cornelis Anthoniszstraat 30 III,52.35520000,4.87890000,350000,63,210,3,1900,0,appartement,18,3,19.593762206140674,"Wouwermanstraat 26-H, 1071 LZ Amsterdam, Netherlands",52.3550303,4.8789777,,26-H,Wouwermanstraat,1071LZ,Zuid,Zuid,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1019 TM Amsterdam,Wisselstraat 2,52.37330000,4.93910000,599000,134,418,3,1999,0,appartement,46,4,5.763955155170856,"C.J.K. van Aalststraat 44, 1019 JZ Amsterdam, Netherlands",52.3732484,4.9391081,,44,C.J.K. van Aalststraat,1019JZ,,Eastern Docklands,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1108 CB Amsterdam,Leerdamhof 314,52.30820000,4.98070000,180000,87,220,2,1980,0,appartement,31,3,60.948473119679264,"Openbare Daltonschool Nellestein, Leksmondplein 31, 1108 EL Amsterdam, Netherlands",52.308666,4.980228,Openbare Daltonschool Nellestein,31,Leksmondplein,1108EL,Zuidoost,Nellestein,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1026 CD Amsterdam,Durgerdammerdijk 93,52.37880000,4.99050000,650000,110,370,2,1906,1,woonhuis,43,4,64.2462793297341,"Durgerdammerdijk 109, 1026 CE Amsterdam, Netherlands",52.3782683,4.9908704,,109,Durgerdammerdijk,1026CE,Noord,Waterland,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1071 CH Amsterdam,Pieter Cornelisz. Hooftstraat 176,52.35520000,4.87890000,4250000,294,986,2,2016,1,appartement,42,3,19.593762206140674,"Wouwermanstraat 26-H, 1071 LZ Amsterdam, Netherlands",52.3550303,4.8789777,,26-H,Wouwermanstraat,1071LZ,Zuid,Zuid,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1058 DS Amsterdam,Postjeskade 183 I,52.35790000,4.85100000,275000,60,198,1,1935,0,appartement,30,4,3.014316145532016,"Surinameplein, 1058 Amsterdam, Netherlands",52.357885,4.8518022,Surinameplein,,Surinameplein,1058,,,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1016 PA Amsterdam,Rozenstraat 200 -G,52.37090000,4.88160000,285000,42,110,1,2007,1,appartement,21,2,0,"Canal Ring Area of Amsterdam, Konijnenstraat 20, 1021 HR Amsterdam, Netherlands",52.3709412,4.8817323,Canal Ring Area of Amsterdam,20,Konijnenstraat,1021HR,,Centrum,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1021 NP Amsterdam,Buitenzagerij 63,52.38460000,4.91720000,200000,41,130,4,1983,0,appartement,34,2,29.557856964460562,"Meeuwenlaan 143, 1021 JA Amsterdam, Netherlands",52.384801,4.916915,,143,Meeuwenlaan,1021JA,Noord,IJplein/Vogelbuurt,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1083 GR Amsterdam,Arent Janszoon Ernststraat 91,52.33020000,4.88440000,385000,115,300,1,1969,0,appartement,19,3,13.788550537185772,"Sijpestein 1, 1083 XH Amsterdam, Netherlands",52.3300849,4.8843245,,1,Sijpestein,1083XH,Zuid,Buitenveldert-Oost,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1072 XG Amsterdam,Daniël Stalpertstraat 22 III,52.35350000,4.89020000,325000,56,155,2,1882,0,appartement,15,3,4.566243169923167,"Eerste Jan van der Heijdenstraat 109-HV, 1072 TN Amsterdam, Netherlands",52.3534607,4.8901805,,109-HV,Eerste Jan van der Heijdenstraat,1072TN,,Zuid,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1024 CX Amsterdam,Markengouw 131,52.39390000,4.95470000,385000,120,403,3,2016,1,woonhuis,37,5,5.346782837843484,"Zandvoortstraat 70, 1024 WE Amsterdam, Netherlands",52.3938521,4.9546931,,70,Zandvoortstraat,1024WE,Noord,Waterlandpleinbuurt,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1069 KE Amsterdam,Johan Hofmanstraat 90,52.35560000,4.79070000,429000,138,400,3,2009,1,woonhuis,22,5,25.493785079984995,"Langswater 384, 1069 EC Amsterdam, Netherlands",52.355533,4.790341,,384,Langswater,1069EC,Nieuw-West,De Punt,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1064 CK Amsterdam,Burgemeester Hogguerstraat 13,52.37420000,4.82180000,37500,0,0,1,0,0,parkeergelegenheid,2,1,6.234539033066015,"A.J. Krophollerstraat 6, 1064 DB Amsterdam, Netherlands",52.3742289,4.8217213,,6,A.J. Krophollerstraat,1064DB,,Nieuw-West,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1057 DB Amsterdam,Hoofdweg 148 -II,52.36770000,4.85510000,260000,55,185,1,1906,0,appartement,30,3,0.972402630340097,"Maranatha, Cabotstraat 33, 1057 VP Amsterdam, Netherlands",52.36786965,4.855041608946916,Maranatha,33,Cabotstraat,1057VP,West,West,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1083 DD Amsterdam,Van Heenvlietlaan 299 nvt,52.33020000,4.88440000,36000,0,0,1,0,0,parkeergelegenheid,1,1,13.788550537185772,"Sijpestein 1, 1083 XH Amsterdam, Netherlands",52.3300849,4.8843245,,1,Sijpestein,1083XH,Zuid,Buitenveldert-Oost,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1063 ML Amsterdam,Willem Kraanstraat 48,52.38140000,4.82590000,149000,42,110,1,1957,0,appartement,24,2,2.5954411684806953,"Van Gilsestraat 13-H, 1063 VS Amsterdam, Netherlands",52.3814121,4.8259327,,13-H,Van Gilsestraat,1063VS,Nieuw-West,Slotermeer,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1012 DV Amsterdam,Oudezijds Achterburgwal 140 ah,52.37350000,4.89510000,625000,101,300,4,1906,1,appartement,20,4,21.629838672501716,"Warmoesstraat 157, 1012 JC Amsterdam, Netherlands",52.373392,4.895365,,157,Warmoesstraat,1012JC,Centrum,Oudezijde,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1087 JE Amsterdam,Sem Presserhof 127,52.35390000,5.00050000,450000,132,395,3,2005,1,woonhuis,32,4,14.547622573122053,"Maria Austriastraat 987, 1087 JB Amsterdam, Netherlands",52.353989,5.000657,,987,Maria Austriastraat,1087JB,Oost,IJburg West,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1087 BV Amsterdam,Oeverzeggestraat 26,52.35390000,5.00050000,550000,134,495,3,2005,0,woonhuis,24,5,14.547622573122053,"Maria Austriastraat 987, 1087 JB Amsterdam, Netherlands",52.353989,5.000657,,987,Maria Austriastraat,1087JB,Oost,IJburg West,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1073 TE Amsterdam,Karel du Jardinstraat 84 -I,52.35320000,4.89820000,289000,52,143,1,1916,0,appartement,15,3,2.2512175683180513,"Van Ostadestraat 209K, 1073 TN Amsterdam, Netherlands",52.3532055,4.8981681,,209K,Van Ostadestraat,1073TN,Zuid,Zuid,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1076 NC Amsterdam,Van Tuyll van Serooskerkenplein 50 -III,52.34550000,4.86070000,300000,62,161,1,1906,0,appartement,23,4,10.92988934570428,"Stadionweg 227-1, 1076 NT Amsterdam, Netherlands",52.3454054,4.8607437,,227-1,Stadionweg,1076NT,Zuid,Zuid,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1104 DH Amsterdam,Koolpalmhof 26,52.31640000,4.97760000,265000,130,360,1,2003,0,woonhuis,1,5,0,"De Kameleon, Kruitberghof 58, 1104 SE Amsterdam, Netherlands",52.3163359,4.9776084,De Kameleon,58,Kruitberghof,1104SE,,Zuidoost,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1083 HM Amsterdam,Tommaso Albinonistraat 8,52.33020000,4.88440000,420000,118,360,1,2006,0,appartement,28,3,13.788550537185772,"Sijpestein 1, 1083 XH Amsterdam, Netherlands",52.3300849,4.8843245,,1,Sijpestein,1083XH,Zuid,Buitenveldert-Oost,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1096 DS Amsterdam,STATE Amsterdam (Bouwnr. 296),52.33870000,4.91970000,635861,103,258,1,2016,0,appartement,2,3,0.9954410102966944,"Amstelvlietstraat 408, 1096 GG Amsterdam, Netherlands",52.3387075,4.919692,,408,Amstelvlietstraat,1096GG,Oost,De Omval,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1051 HM Amsterdam,Van Hallstraat 272,52.38180000,4.87170000,275000,60,144,1,1910,0,appartement,26,3,4.222585482550074,"Van Beuningenstraat 194E, 1051 XZ Amsterdam, Netherlands",52.381764,4.8716802,,194E,Van Beuningenstraat,1051XZ,West,West,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1081 EK Amsterdam,Bolestein 574,52.32780000,4.86200000,360000,93,290,1,1967,0,appartement,1,3,45.897876912526065,"Van Der Boechorststraat 40, 1081 BV Amsterdam, Netherlands",52.327514,4.861513,,40,Van Der Boechorststraat,1081BV,Zuid,Buitenveldert-West,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
