original_postalcode,original_street,original_lat,original_lng,original_price,original_area,original_volume,original_floors,original_year_build,original_has_garden,original_type,original_photos,original_rooms,distance,formatted,lat,lon,name,housenumber,street,postcode,district,suburb,city,state,country,country_code,attribution,attribution_license,attribution_url
1013 GP Amsterdam,Korte Prinsengracht 73 III,52.38770000,4.88390000,430000,76,208,1,1960,0,appartement,31,3,22.600580536478933,"Houtmankade 58A, 1013 MZ Amsterdam, Netherlands",52.387801,4.883611,,58A,Houtmankade,1013MZ,West,Spaarndammer- en Zeeheldenbuurt,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1013 ER Amsterdam,Haarlemmerstraat 18 A,52.38770000,4.88390000,989000,159,441,4,1993,0,appartement,38,8,22.600580536478933,"Houtmankade 58A, 1013 MZ Amsterdam, Netherlands",52.387801,4.883611,,58A,Houtmankade,1013MZ,West,Spaarndammer- en Zeeheldenbuurt,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1072 JC Amsterdam,Cornelis Trooststraat 53 -II,52.35350000,4.89020000,325000,56,186,1,1904,0,appartement,11,3,4.566243169923167,"Eerste Jan van der Heijdenstraat 109-HV, 1072 TN Amsterdam, Netherlands",52.3534607,4.8901805,,109-HV,Eerste Jan van der Heijdenstraat,1072TN,,Zuid,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1082 LT Amsterdam,Arent Janszoon Ernststraat,52.33110000,4.87420000,675000,118,310,5,2004,0,appartement,24,5,14.773310690004186,"Doddendaal 197, 1082 XT Amsterdam, Netherlands",52.3309672,4.8742065,,197,Doddendaal,1082XT,Zuid,Buitenveldert,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1057 BB Amsterdam,Orteliusstraat 24 II&III,52.36770000,4.85510000,455000,116,356,2,1931,0,appartement,31,6,0.972402630340097,"Maranatha, Cabotstraat 33, 1057 VP Amsterdam, Netherlands",52.36786965,4.855041608946916,Maranatha,33,Cabotstraat,1057VP,West,West,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1092 BV Amsterdam,Tweede Oosterparkstraat 318,52.35650000,4.92280000,595000,136,401,2,1892,0,appartement,29,4,22.97756790395036,"Tugelaweg 40G, 1092 VG Amsterdam, Netherlands",52.35637,4.923063,,40G,Tugelaweg,1092VG,Oost,Transvaalbuurt,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1068 LZ Amsterdam,Osdorper Ban 285,52.35920000,4.80520000,199000,67,238,1,1960,0,appartement,20,3,1.9680665618174287,"Osdorpplein 677, 1068 TC Amsterdam, Netherlands",52.3592167,4.8052096,,677,Osdorpplein,1068TC,Nieuw-West,Nieuw-West,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1019 KJ Amsterdam,Borneolaan 218,52.37330000,4.93910000,335000,74,195,1,1990,0,appartement,24,3,5.763955155170856,"C.J.K. van Aalststraat 44, 1019 JZ Amsterdam, Netherlands",52.3732484,4.9391081,,44,C.J.K. van Aalststraat,1019JZ,,Eastern Docklands,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1069 GA Amsterdam,Osdorper Ban 587,52.35560000,4.79070000,275000,92,290,12,2007,0,appartement,31,3,25.493785079984995,"Langswater 384, 1069 EC Amsterdam, Netherlands",52.355533,4.790341,,384,Langswater,1069EC,Nieuw-West,De Punt,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1082 CT Amsterdam,Boeckenburg 29,52.33110000,4.87420000,199000,67,200,1,1960,0,appartement,12,2,14.773310690004186,"Doddendaal 197, 1082 XT Amsterdam, Netherlands",52.3309672,4.8742065,,197,Doddendaal,1082XT,Zuid,Buitenveldert,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1019 HW Amsterdam,Borneolaan 1,52.37330000,4.93910000,40000,0,0,1,0,0,onbekend,1,1,5.763955155170856,"C.J.K. van Aalststraat 44, 1019 JZ Amsterdam, Netherlands",52.3732484,4.9391081,,44,C.J.K. van Aalststraat,1019JZ,,Eastern Docklands,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1063 BN Amsterdam,Burgemeester De Vlugtlaan 287,52.38140000,4.82590000,160000,58,151,1,1958,0,appartement,23,2,2.5954411684806953,"Van Gilsestraat 13-H, 1063 VS Amsterdam, Netherlands",52.3814121,4.8259327,,13-H,Van Gilsestraat,1063VS,Nieuw-West,Slotermeer,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1087 JC Amsterdam,Maria Austriastraat 680,52.35390000,5.00050000,344000,126,378,7,2005,0,appartement,18,3,14.547622573122053,"Maria Austriastraat 987, 1087 JB Amsterdam, Netherlands",52.353989,5.000657,,987,Maria Austriastraat,1087JB,Oost,IJburg West,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1078 ST Amsterdam,Uithoornstraat 23 II,52.34640000,4.89770000,369000,74,242,1,1922,0,appartement,29,4,11.344645539447924,"Churchill-laan 75D, 1078 DJ Amsterdam, Netherlands",52.3464982,4.8976547,,75D,Churchill-laan,1078DJ,Zuid,Zuid,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1013 SN Amsterdam,Assendelftstraat 13,52.38770000,4.88390000,325000,65,195,4,1980,0,appartement,28,3,22.600580536478933,"Houtmankade 58A, 1013 MZ Amsterdam, Netherlands",52.387801,4.883611,,58A,Houtmankade,1013MZ,West,Spaarndammer- en Zeeheldenbuurt,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1094 HB Amsterdam,Javastraat 91 -III,52.36260000,4.93600000,200000,31,104,1,1903,0,appartement,30,2,22.683970451466475,"Sumatrastraat 69, 1094 LR Amsterdam, Netherlands",52.362521,4.936308,,69,Sumatrastraat,1094LR,Oost,Indische Buurt West,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1074 CL Amsterdam,Tweede Jan Steenstraat 75 4 V,52.35390000,4.90420000,188800,24,74,5,1906,0,appartement,21,1,2.0789574675973093,"Kuipersstraat 63-H, 1074 EG Amsterdam, Netherlands",52.353913,4.904222,,63-H,Kuipersstraat,1074EG,Zuid,Nieuwe Pijp,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1021 NN Amsterdam,Buitendraaierij 38,52.38460000,4.91720000,255000,0,0,1,0,0,onbekend,1,1,29.557856964460562,"Meeuwenlaan 143, 1021 JA Amsterdam, Netherlands",52.384801,4.916915,,143,Meeuwenlaan,1021JA,Noord,IJplein/Vogelbuurt,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1066 SL Amsterdam,Berlaarstraat 68,52.34600000,4.81630000,305000,103,265,2,1995,1,woonhuis,22,4,2.7080196663115323,"Antwerpenbaan, Laan van Vlaanderen, 1066 JL Amsterdam, Netherlands",52.3460233,4.8162884,Antwerpenbaan,,Laan van Vlaanderen,1066JL,Nieuw-West,Sloterpolder,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1087 CL Amsterdam,IJburglaan 785,52.35390000,5.00050000,280000,0,0,1,0,0,onbekend,1,1,14.547622573122053,"Maria Austriastraat 987, 1087 JB Amsterdam, Netherlands",52.353989,5.000657,,987,Maria Austriastraat,1087JB,Oost,IJburg West,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1035 CV Amsterdam,Wipmolen 13,52.41960000,4.89440000,199000,97,304,1,1969,0,appartement,17,4,5.227310669140413,"Jacob Honigstraat 5, 1035 XV Amsterdam, Netherlands",52.419555,4.8944223,,5,Jacob Honigstraat,1035XV,Noord,Oostzanerwerf,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1052 LW Amsterdam,Hugo de Grootkade 70 B,52.37700000,4.87400000,450000,89,240,1,2004,0,appartement,25,3,2.189558787067854,"Frederik Hendrikstraat 48-1, 1052 HW Amsterdam, Netherlands",52.3770196,4.8739969,,48-1,Frederik Hendrikstraat,1052HW,West,West,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1096 AK Amsterdam,State Amsterdam,52.33870000,4.91970000,570977,103,268,1,2019,0,appartement,6,3,0.9954410102966944,"Amstelvlietstraat 408, 1096 GG Amsterdam, Netherlands",52.3387075,4.919692,,408,Amstelvlietstraat,1096GG,Oost,De Omval,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1063 MH Amsterdam,Jan de Jonghkade 66,52.38140000,4.82590000,289000,95,285,1,1999,0,appartement,28,3,2.5954411684806953,"Van Gilsestraat 13-H, 1063 VS Amsterdam, Netherlands",52.3814121,4.8259327,,13-H,Van Gilsestraat,1063VS,Nieuw-West,Slotermeer,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1072 VK Amsterdam,Gerard Doustraat 31 HS,52.35350000,4.89020000,299000,50,180,1,1906,1,appartement,16,3,4.566243169923167,"Eerste Jan van der Heijdenstraat 109-HV, 1072 TN Amsterdam, Netherlands",52.3534607,4.8901805,,109-HV,Eerste Jan van der Heijdenstraat,1072TN,,Zuid,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1053 XD Amsterdam,Da Costakade 168 C,52.36680000,4.86810000,200000,29,93,1,1893,0,appartement,17,2,0,"De Hallen, Hannie Dankbaarpassage 20, 1053 RS Amsterdam, Netherlands",52.3667658,4.868139,De Hallen,20,Hannie Dankbaarpassage,1053RS,,West,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1075 HD Amsterdam,Johannes Verhulststraat 184 bv,52.35180000,4.85860000,1200000,155,481,2,1908,1,appartement,29,5,12.51019917998629,"Koninginneweg 237-H, 1075 CT Amsterdam, Netherlands",52.3519024,4.8585237,,237-H,Koninginneweg,1075CT,Zuid,Zuid,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1016 EK Amsterdam,Keizersgracht 403 I,52.37090000,4.88160000,1250000,145,448,1,1669,0,appartement,44,4,0,"Canal Ring Area of Amsterdam, Konijnenstraat 20, 1021 HR Amsterdam, Netherlands",52.3709412,4.8817323,Canal Ring Area of Amsterdam,20,Konijnenstraat,1021HR,,Centrum,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1059 TB Amsterdam,Abbenesstraat 11 III,52.34880000,4.84680000,399000,103,350,2,1935,0,appartement,24,6,7.424910888743452,"Sassenheimstraat 80-1, 1059 BM Amsterdam, Netherlands",52.3488658,4.8468186,,80-1,Sassenheimstraat,1059BM,Zuid,Hoofddorppleinbuurt,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1053 ST Amsterdam,Jan Hanzenstraat 80,52.36680000,4.86810000,550000,85,299,3,2011,1,woonhuis,33,3,0,"De Hallen, Hannie Dankbaarpassage 20, 1053 RS Amsterdam, Netherlands",52.3667658,4.868139,De Hallen,20,Hannie Dankbaarpassage,1053RS,,West,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1055 NZ Amsterdam,Doggersbankstraat 22 2,52.38020000,4.85240000,235000,48,155,1,1936,0,appartement,21,3,1.7680981373911713,"Hertspieghelweg 8-3, 1055 KL Amsterdam, Netherlands",52.380187,4.852385,,8-3,Hertspieghelweg,1055KL,West,Landlust,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1016 DH Amsterdam,Westermarkt 7 II,52.37090000,4.88160000,600000,115,357,3,1906,1,appartement,36,4,0,"Canal Ring Area of Amsterdam, Konijnenstraat 20, 1021 HR Amsterdam, Netherlands",52.3709412,4.8817323,Canal Ring Area of Amsterdam,20,Konijnenstraat,1021HR,,Centrum,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1058 TE Amsterdam,Woestduinstraat 22,52.35790000,4.85100000,845000,126,325,2,1956,1,appartement,28,5,3.014316145532016,"Surinameplein, 1058 Amsterdam, Netherlands",52.357885,4.8518022,Surinameplein,,Surinameplein,1058,,,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1071 MK Amsterdam,Valeriusstraat 40 2,52.35520000,4.87890000,1050000,143,497,2,1906,1,appartement,30,4,19.593762206140674,"Wouwermanstraat 26-H, 1071 LZ Amsterdam, Netherlands",52.3550303,4.8789777,,26-H,Wouwermanstraat,1071LZ,Zuid,Zuid,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1055 RZ Amsterdam,Nieuwpoortstraat 86 A 9,52.38020000,4.85240000,408500,83,294,1,2017,0,appartement,20,2,1.7680981373911713,"Hertspieghelweg 8-3, 1055 KL Amsterdam, Netherlands",52.380187,4.852385,,8-3,Hertspieghelweg,1055KL,West,Landlust,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1019 AZ Amsterdam,Panamalaan 174,52.37330000,4.93910000,450000,120,395,2,2000,0,appartement,39,5,5.763955155170856,"C.J.K. van Aalststraat 44, 1019 JZ Amsterdam, Netherlands",52.3732484,4.9391081,,44,C.J.K. van Aalststraat,1019JZ,,Eastern Docklands,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1019 HD Amsterdam,Veembroederhof 221,52.37330000,4.93910000,500000,113,250,6,2001,0,appartement,34,3,5.763955155170856,"C.J.K. van Aalststraat 44, 1019 JZ Amsterdam, Netherlands",52.3732484,4.9391081,,44,C.J.K. van Aalststraat,1019JZ,,Eastern Docklands,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1013 KN Amsterdam,Grote Bickersstraat 39 hs,52.38770000,4.88390000,265000,43,165,1,1906,0,appartement,27,2,22.600580536478933,"Houtmankade 58A, 1013 MZ Amsterdam, Netherlands",52.387801,4.883611,,58A,Houtmankade,1013MZ,West,Spaarndammer- en Zeeheldenbuurt,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1066 WH Amsterdam,Schaarbeekstraat 24,52.34600000,4.81630000,319500,120,335,3,1991,1,woonhuis,26,5,2.7080196663115323,"Antwerpenbaan, Laan van Vlaanderen, 1066 JL Amsterdam, Netherlands",52.3460233,4.8162884,Antwerpenbaan,,Laan van Vlaanderen,1066JL,Nieuw-West,Sloterpolder,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1016 CE Amsterdam,Herengracht 326 III,52.37090000,4.88160000,749000,85,287,2,1899,0,appartement,18,3,0,"Canal Ring Area of Amsterdam, Konijnenstraat 20, 1021 HR Amsterdam, Netherlands",52.3709412,4.8817323,Canal Ring Area of Amsterdam,20,Konijnenstraat,1021HR,,Centrum,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1055 RZ Amsterdam,Nieuwpoortstraat 86 D5,52.38020000,4.85240000,420000,84,244,2,2017,1,appartement,20,3,1.7680981373911713,"Hertspieghelweg 8-3, 1055 KL Amsterdam, Netherlands",52.380187,4.852385,,8-3,Hertspieghelweg,1055KL,West,Landlust,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1075 TE Amsterdam,Sluisstraat 18 I,52.35180000,4.85860000,289000,50,166,1,1912,0,appartement,12,2,12.51019917998629,"Koninginneweg 237-H, 1075 CT Amsterdam, Netherlands",52.3519024,4.8585237,,237-H,Koninginneweg,1075CT,Zuid,Zuid,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1104 HA Amsterdam,Kantershof 461,52.31640000,4.97760000,150000,50,183,1,1973,1,woonhuis,17,2,0,"De Kameleon, Kruitberghof 58, 1104 SE Amsterdam, Netherlands",52.3163359,4.9776084,De Kameleon,58,Kruitberghof,1104SE,,Zuidoost,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1092 HE Amsterdam,Transvaalstraat 93 B-I,52.35650000,4.92280000,200000,46,151,1,1938,0,appartement,12,2,22.97756790395036,"Tugelaweg 40G, 1092 VG Amsterdam, Netherlands",52.35637,4.923063,,40G,Tugelaweg,1092VG,Oost,Transvaalbuurt,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1025 ZC Amsterdam,Amerbos 203,52.39900000,4.93610000,292500,140,432,3,1969,1,woonhuis,31,4,12.750199922949465,"Buikslotermeerplein 124, 1025 EX Amsterdam, Netherlands",52.3989423,4.9362624,,124,Buikslotermeerplein,1025EX,Noord,Noord,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1067 EH Amsterdam,Wigbolt Ripperdastraat 72,52.37860000,4.79870000,275000,120,325,2,2005,0,appartement,21,3,18.895369031063424,"Strackéstraat 8, 1067 KR Amsterdam, Netherlands",52.37863,4.798974,,8,Strackéstraat,1067KR,Nieuw-West,Geuzenveld,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1064 DC Amsterdam,Dom H. van der Laanstraat 20,52.37420000,4.82180000,425000,126,469,3,1999,1,woonhuis,31,6,6.234539033066015,"A.J. Krophollerstraat 6, 1064 DB Amsterdam, Netherlands",52.3742289,4.8217213,,6,A.J. Krophollerstraat,1064DB,,Nieuw-West,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1017 DP Amsterdam,Keizersgracht 537,52.36300000,4.89240000,1400000,143,495,4,1906,0,woonhuis,2,6,0.6133852941470841,"Kerkstraat 245L, 1017 GW Amsterdam, Netherlands",52.3629963,4.8923933,,245L,Kerkstraat,1017GW,Centrum,Centrum,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1092 AW Amsterdam,Oosterpark 85 hs,52.35650000,4.92280000,500000,86,368,2,1884,1,appartement,30,4,22.97756790395036,"Tugelaweg 40G, 1092 VG Amsterdam, Netherlands",52.35637,4.923063,,40G,Tugelaweg,1092VG,Oost,Transvaalbuurt,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1087 KH Amsterdam,Maria Austriastraat 732,52.35390000,5.00050000,23000,0,0,1,0,0,parkeergelegenheid,1,1,14.547622573122053,"Maria Austriastraat 987, 1087 JB Amsterdam, Netherlands",52.353989,5.000657,,987,Maria Austriastraat,1087JB,Oost,IJburg West,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1063 BK Amsterdam,Burgemeester De Vlugtlaan 145 C,52.38140000,4.82590000,225000,86,257,3,1958,0,appartement,19,4,2.5954411684806953,"Van Gilsestraat 13-H, 1063 VS Amsterdam, Netherlands",52.3814121,4.8259327,,13-H,Van Gilsestraat,1063VS,Nieuw-West,Slotermeer,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1016 GX Amsterdam,Prinsengracht 309 311,52.37090000,4.88160000,75000,0,0,1,0,0,parkeergelegenheid,1,1,0,"Canal Ring Area of Amsterdam, Konijnenstraat 20, 1021 HR Amsterdam, Netherlands",52.3709412,4.8817323,Canal Ring Area of Amsterdam,20,Konijnenstraat,1021HR,,Centrum,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1017 KH Amsterdam,Prinsengracht 512 II,52.36300000,4.89240000,425000,72,277,1,1906,0,appartement,24,2,0.6133852941470841,"Kerkstraat 245L, 1017 GW Amsterdam, Netherlands",52.3629963,4.8923933,,245L,Kerkstraat,1017GW,Centrum,Centrum,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1069 EE Amsterdam,Langswater 600,52.35560000,4.79070000,175000,70,210,13,1967,0,appartement,18,4,25.493785079984995,"Langswater 384, 1069 EC Amsterdam, Netherlands",52.355533,4.790341,,384,Langswater,1069EC,Nieuw-West,De Punt,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1012 BH Amsterdam,Geldersekade 6,52.37350000,4.89510000,2850000,450,1473,6,1906,1,woonhuis,54,12,21.629838672501716,"Warmoesstraat 157, 1012 JC Amsterdam, Netherlands",52.373392,4.895365,,157,Warmoesstraat,1012JC,Centrum,Oudezijde,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1017 SW Amsterdam,Tweede Weteringdwarsstraat 10,52.36300000,4.89240000,1275000,170,560,4,1864,1,woonhuis,32,7,0.6133852941470841,"Kerkstraat 245L, 1017 GW Amsterdam, Netherlands",52.3629963,4.8923933,,245L,Kerkstraat,1017GW,Centrum,Centrum,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1051 NV Amsterdam,Haarlemmerweg 259 C,52.38180000,4.87170000,350000,82,246,1,1998,0,appartement,17,3,4.222585482550074,"Van Beuningenstraat 194E, 1051 XZ Amsterdam, Netherlands",52.381764,4.8716802,,194E,Van Beuningenstraat,1051XZ,West,West,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1012 JS Amsterdam,Dam 5 /Y,52.37350000,4.89510000,9100000,305,1200,1,2017,1,appartement,20,6,21.629838672501716,"Warmoesstraat 157, 1012 JC Amsterdam, Netherlands",52.373392,4.895365,,157,Warmoesstraat,1012JC,Centrum,Oudezijde,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1072 SL Amsterdam,Van Ostadestraat 5 -IV,52.35350000,4.89020000,399500,57,181,1,1906,0,appartement,24,3,4.566243169923167,"Eerste Jan van der Heijdenstraat 109-HV, 1072 TN Amsterdam, Netherlands",52.3534607,4.8901805,,109-HV,Eerste Jan van der Heijdenstraat,1072TN,,Zuid,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1075 PT Amsterdam,Lomanstraat 25 boven,52.35180000,4.85860000,1045000,156,542,2,1913,0,appartement,31,5,12.51019917998629,"Koninginneweg 237-H, 1075 CT Amsterdam, Netherlands",52.3519024,4.8585237,,237-H,Koninginneweg,1075CT,Zuid,Zuid,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1015 SC Amsterdam,Tweede Egelantiersdwarsstraat 22 I,52.37840000,4.88360000,219000,24,79,1,1737,1,appartement,19,2,11.715735159463115,"Westerstraat 105-1, 1015 LX Amsterdam, Netherlands",52.3783013,4.8836604,,105-1,Westerstraat,1015LX,Centrum,Centrum,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1025 NP Amsterdam,Noord-Bevelandstraat 13,52.39900000,4.93610000,279500,64,312,3,1932,1,woonhuis,18,4,12.750199922949465,"Buikslotermeerplein 124, 1025 EX Amsterdam, Netherlands",52.3989423,4.9362624,,124,Buikslotermeerplein,1025EX,Noord,Noord,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1016 VT Amsterdam,Looiersgracht 120 PP,52.37090000,4.88160000,95000,0,0,1,0,0,parkeergelegenheid,5,1,0,"Canal Ring Area of Amsterdam, Konijnenstraat 20, 1021 HR Amsterdam, Netherlands",52.3709412,4.8817323,Canal Ring Area of Amsterdam,20,Konijnenstraat,1021HR,,Centrum,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1069 DA Amsterdam,Wolbrantskerkweg 104 D,52.35560000,4.79070000,225000,90,245,10,2004,0,appartement,17,3,25.493785079984995,"Langswater 384, 1069 EC Amsterdam, Netherlands",52.355533,4.790341,,384,Langswater,1069EC,Nieuw-West,De Punt,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1051 JK Amsterdam,Rochussenstraat 9 I,52.38180000,4.87170000,220000,37,120,1,1906,0,appartement,13,2,4.222585482550074,"Van Beuningenstraat 194E, 1051 XZ Amsterdam, Netherlands",52.381764,4.8716802,,194E,Van Beuningenstraat,1051XZ,West,West,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1071 XB Amsterdam,Ruysdaelstraat 79 A,52.35520000,4.87890000,2120000,244,735,2,2017,1,appartement,10,5,19.593762206140674,"Wouwermanstraat 26-H, 1071 LZ Amsterdam, Netherlands",52.3550303,4.8789777,,26-H,Wouwermanstraat,1071LZ,Zuid,Zuid,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1015 BS Amsterdam,Herengracht 100 hs V,52.37840000,4.88360000,995000,188,725,2,1620,0,appartement,27,5,11.715735159463115,"Westerstraat 105-1, 1015 LX Amsterdam, Netherlands",52.3783013,4.8836604,,105-1,Westerstraat,1015LX,Centrum,Centrum,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1051 VC Amsterdam,Van der Hoopstraat 65 III,52.38180000,4.87170000,250000,44,106,1,1906,0,appartement,17,2,4.222585482550074,"Van Beuningenstraat 194E, 1051 XZ Amsterdam, Netherlands",52.381764,4.8716802,,194E,Van Beuningenstraat,1051XZ,West,West,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1077 LA Amsterdam,Prinses Margrietstraat 52,52.34600000,4.87380000,2300000,250,930,3,1945,1,woonhuis,44,8,8.308924963734398,"Rubensstraat 70, 1077 NA Amsterdam, Netherlands",52.3459835,4.8736807,,70,Rubensstraat,1077NA,Zuid,Zuid,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1063 ML Amsterdam,Willem Kraanstraat 52,52.38140000,4.82590000,195000,0,0,1,0,0,onbekend,1,1,2.5954411684806953,"Van Gilsestraat 13-H, 1063 VS Amsterdam, Netherlands",52.3814121,4.8259327,,13-H,Van Gilsestraat,1063VS,Nieuw-West,Slotermeer,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
