original_postalcode,original_street,original_lat,original_lng,original_price,original_area,original_volume,original_floors,original_year_build,original_has_garden,original_type,original_photos,original_rooms,distance,formatted,lat,lon,housenumber,name,street,district,postcode,suburb,city,state,country,country_code,attribution,attribution_license,attribution_url
1060 RG Amsterdam,Ladogameerhof 310,52.34910000,4.78350000,265000,90,335,1,2003,1,appartement,24,3,2.700931735231882,"De Alpen, 1060 PH Amsterdam, Netherlands",52.3502145,4.780774,,De Alpen,De Alpen,,1060PH,De Aker,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1051 JC Amsterdam,Schaepmanstraat 3 I,52.38180000,4.87170000,239000,57,187,1,1937,0,appartement,22,3,4.222585482550074,"Van Beuningenstraat 194E, 1051 XZ Amsterdam, Netherlands",52.381764,4.8716802,194E,,Van Beuningenstraat,West,1051XZ,West,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1058 GX Amsterdam,Antillenstraat 19 1,52.35790000,4.85100000,330000,64,190,1,1930,0,appartement,21,2,3.014316145532016,"Surinameplein, 1058 Amsterdam, Netherlands",52.357885,4.8518022,,Surinameplein,Surinameplein,,1058,,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1052 AA Amsterdam,De Wittenkade 17 2a,52.37700000,4.87400000,175000,34,90,3,1900,0,appartement,12,2,2.189558787067854,"Frederik Hendrikstraat 48-1, 1052 HW Amsterdam, Netherlands",52.3770196,4.8739969,48-1,,Frederik Hendrikstraat,West,1052HW,West,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1087 EK Amsterdam,Maria Austriastraat 83,52.35390000,5.00050000,265000,79,235,1,2008,0,appartement,25,2,14.547622573122053,"Maria Austriastraat 987, 1087 JB Amsterdam, Netherlands",52.353989,5.000657,987,,Maria Austriastraat,Oost,1087JB,IJburg West,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1091 PW Amsterdam,Afrikanerplein 76,52.35560000,4.91350000,300000,68,225,1,1930,1,appartement,28,3,5.562369844050275,"Derde Oosterparkstraat 11E, 1091 JS Amsterdam, Netherlands",52.3556497,4.9135093,11E,,Derde Oosterparkstraat,Oost,1091JS,Oost,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1082 EC Amsterdam,Kastelenstraat 137 I,52.33110000,4.87420000,319000,84,278,1,1960,0,appartement,26,4,14.773310690004186,"Doddendaal 197, 1082 XT Amsterdam, Netherlands",52.3309672,4.8742065,197,,Doddendaal,Zuid,1082XT,Buitenveldert,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1012 BS Amsterdam,Bloedstraat 17 B,52.37350000,4.89510000,265000,44,141,1,2006,0,appartement,28,2,21.629838672501716,"Warmoesstraat 157, 1012 JC Amsterdam, Netherlands",52.373392,4.895365,157,,Warmoesstraat,Centrum,1012JC,Oudezijde,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1056 PC Amsterdam,Orteliusstraat 351 2,52.37320000,4.85600000,589000,112,353,2,1931,0,appartement,43,5,25.674998739078635,"Admiralengracht 228-2, 1056 TK Amsterdam, Netherlands",52.37323,4.856375,228-2,,Admiralengracht,West,1056TK,De Krommert,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1058 Amsterdam,Saskia van Uijlenburgkade,52.35790000,4.85100000,42500,0,0,1,0,0,parkeergelegenheid,4,1,3.014316145532016,"Surinameplein, 1058 Amsterdam, Netherlands",52.357885,4.8518022,,Surinameplein,Surinameplein,,1058,,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1083 GR Amsterdam,Arent Janszoon Ernststraat 97,52.33020000,4.88440000,390000,111,320,1,1968,0,appartement,18,3,13.788550537185772,"Sijpestein 1, 1083 XH Amsterdam, Netherlands",52.3300849,4.8843245,1,,Sijpestein,Zuid,1083XH,Buitenveldert-Oost,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1057 SC Amsterdam,Hudsonstraat 107 II,52.36770000,4.85510000,250000,49,170,1,1924,0,appartement,28,2,0.972402630340097,"Maranatha, Cabotstraat 33, 1057 VP Amsterdam, Netherlands",52.36786965,4.855041608946916,33,Maranatha,Cabotstraat,West,1057VP,West,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1058 KB Amsterdam,Haarlemmermeerstraat 52 III,52.35790000,4.85100000,499000,82,264,2,1932,1,appartement,23,4,3.014316145532016,"Surinameplein, 1058 Amsterdam, Netherlands",52.357885,4.8518022,,Surinameplein,Surinameplein,,1058,,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1073 VR Amsterdam,Nicolaas Berchemstraat 10 -E,52.35320000,4.89820000,500000,92,298,2,1991,0,appartement,23,4,2.2512175683180513,"Van Ostadestraat 209K, 1073 TN Amsterdam, Netherlands",52.3532055,4.8981681,209K,,Van Ostadestraat,Zuid,1073TN,Zuid,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1094 HN Amsterdam,Javastraat 106,52.36260000,4.93600000,215000,0,0,1,0,0,onbekend,1,1,22.683970451466475,"Sumatrastraat 69, 1094 LR Amsterdam, Netherlands",52.362521,4.936308,69,,Sumatrastraat,Oost,1094LR,Indische Buurt West,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1013 TC Amsterdam,Spaarndammerstraat 95 I,52.38770000,4.88390000,230000,45,117,1,1932,0,appartement,23,2,22.600580536478933,"Houtmankade 58A, 1013 MZ Amsterdam, Netherlands",52.387801,4.883611,58A,,Houtmankade,West,1013MZ,Spaarndammer- en Zeeheldenbuurt,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1074 CT Amsterdam,Tweede Jan Steenstraat 106 IV,52.35390000,4.90420000,450000,74,220,2,1906,0,appartement,23,4,2.0789574675973093,"Kuipersstraat 63-H, 1074 EG Amsterdam, Netherlands",52.353913,4.904222,63-H,,Kuipersstraat,Zuid,1074EG,Nieuwe Pijp,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1018 RX Amsterdam,Blankenstraat 167 -1,52.36760000,4.91840000,190000,32,107,1,1905,0,appartement,17,2,4.080374033250982,"Entrepotdoksluis 4, 1018 AW Amsterdam, Netherlands",52.367578,4.9184481,4,,Entrepotdoksluis,Centrum,1018AW,Centrum,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1018 LP Amsterdam,Kleine Wittenburgerstraat,52.36760000,4.91840000,30000,0,0,1,0,0,parkeergelegenheid,10,1,4.080374033250982,"Entrepotdoksluis 4, 1018 AW Amsterdam, Netherlands",52.367578,4.9184481,4,,Entrepotdoksluis,Centrum,1018AW,Centrum,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1097 XJ Amsterdam,Weidestraat 2,52.34650000,4.93010000,375000,74,227,3,1924,1,appartement,24,3,2.796740279342611,"Darwinplantsoen 6, 1097 EX Amsterdam, Netherlands",52.3465023,4.930059,6,,Darwinplantsoen,Oost,1097EX,Oost,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1056 KV Amsterdam,Korte Geuzenstraat 412,52.37320000,4.85600000,175000,31,85,1,1942,0,appartement,16,2,25.674998739078635,"Admiralengracht 228-2, 1056 TK Amsterdam, Netherlands",52.37323,4.856375,228-2,,Admiralengracht,West,1056TK,De Krommert,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1068 ZV Amsterdam,Landzicht 35,52.35920000,4.80520000,300000,125,420,2,2001,0,appartement,36,4,1.9680665618174287,"Osdorpplein 677, 1068 TC Amsterdam, Netherlands",52.3592167,4.8052096,677,,Osdorpplein,Nieuw-West,1068TC,Nieuw-West,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1104 ML Amsterdam,Kloekhorststraat 93,52.31640000,4.97760000,165000,71,245,1,1984,1,appartement,21,3,0,"De Kameleon, Kruitberghof 58, 1104 SE Amsterdam, Netherlands",52.3163359,4.9776084,58,De Kameleon,Kruitberghof,,1104SE,Zuidoost,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1064 HB Amsterdam,Slotermeerlaan 22 B,52.37420000,4.82180000,349000,140,366,3,2000,0,appartement,28,5,6.234539033066015,"A.J. Krophollerstraat 6, 1064 DB Amsterdam, Netherlands",52.3742289,4.8217213,6,,A.J. Krophollerstraat,,1064DB,Nieuw-West,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1067 MT Amsterdam,Jan van Duivenvoordestraat 13,52.37860000,4.79870000,239000,92,250,8,2002,0,appartement,31,3,18.895369031063424,"Strackéstraat 8, 1067 KR Amsterdam, Netherlands",52.37863,4.798974,8,,Strackéstraat,Nieuw-West,1067KR,Geuzenveld,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1072 SW Amsterdam,Van Ostadestraat 137 hs,52.35350000,4.89020000,795000,128,329,2,1906,0,appartement,26,4,4.566243169923167,"Eerste Jan van der Heijdenstraat 109-HV, 1072 TN Amsterdam, Netherlands",52.3534607,4.8901805,109-HV,,Eerste Jan van der Heijdenstraat,,1072TN,Zuid,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1095 KG Amsterdam,Bouwnummer (Bouwnr. 64),52.36660000,4.95200000,599900,183,475,6,2016,0,appartement,6,4,6.439024133897987,"Zeeburgerdijk 585, 1095 AE Amsterdam, Netherlands",52.36658,4.952089,585,,Zeeburgerdijk,Oost,1095AE,Indische Buurt Oost,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1055 CB Amsterdam,Esmoreitstraat 43 III,52.38020000,4.85240000,250000,57,171,1,1931,0,appartement,25,3,1.7680981373911713,"Hertspieghelweg 8-3, 1055 KL Amsterdam, Netherlands",52.380187,4.852385,8-3,,Hertspieghelweg,West,1055KL,Landlust,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1012 VG Amsterdam,Singel 93 hs,52.37350000,4.89510000,1250000,253,837,2,1899,0,appartement,24,5,21.629838672501716,"Warmoesstraat 157, 1012 JC Amsterdam, Netherlands",52.373392,4.895365,157,,Warmoesstraat,Centrum,1012JC,Oudezijde,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1079 VR Amsterdam,Hunzestraat 19 II,52.34230000,4.90360000,575000,120,398,3,1931,0,appartement,25,4,7.649499795287331,"Zomerdijkstraat 23-3, 1079 WZ Amsterdam, Netherlands",52.3423661,4.9035688,23-3,,Zomerdijkstraat,Zuid,1079WZ,Rijnbuurt,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1013 HE Amsterdam,Brouwersgracht 256 BG,52.38770000,4.88390000,230000,37,108,1,1906,0,appartement,14,1,22.600580536478933,"Houtmankade 58A, 1013 MZ Amsterdam, Netherlands",52.387801,4.883611,58A,,Houtmankade,West,1013MZ,Spaarndammer- en Zeeheldenbuurt,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1058 DE Amsterdam,Postjeskade 13 -I,52.35790000,4.85100000,265000,48,126,1,1927,0,appartement,10,3,3.014316145532016,"Surinameplein, 1058 Amsterdam, Netherlands",52.357885,4.8518022,,Surinameplein,Surinameplein,,1058,,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1055 AR Amsterdam,Griseldestraat 15 I,52.38020000,4.85240000,259000,51,165,1,1939,1,appartement,16,3,1.7680981373911713,"Hertspieghelweg 8-3, 1055 KL Amsterdam, Netherlands",52.380187,4.852385,8-3,,Hertspieghelweg,West,1055KL,Landlust,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1087 DC Amsterdam,Bernhard Eilershof 16,52.35390000,5.00050000,569000,151,552,3,2008,1,woonhuis,42,6,14.547622573122053,"Maria Austriastraat 987, 1087 JB Amsterdam, Netherlands",52.353989,5.000657,987,,Maria Austriastraat,Oost,1087JB,IJburg West,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1068 PM Amsterdam,Oeverpad 546 *,52.35920000,4.80520000,495000,154,483,1,2001,0,appartement,32,5,1.9680665618174287,"Osdorpplein 677, 1068 TC Amsterdam, Netherlands",52.3592167,4.8052096,677,,Osdorpplein,Nieuw-West,1068TC,Nieuw-West,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1108 BK Amsterdam,Leerdamhof 121,52.30820000,4.98070000,225000,111,380,9,1980,0,appartement,26,5,60.948473119679264,"Openbare Daltonschool Nellestein, Leksmondplein 31, 1108 EL Amsterdam, Netherlands",52.308666,4.980228,31,Openbare Daltonschool Nellestein,Leksmondplein,Zuidoost,1108EL,Nellestein,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1109 AW Amsterdam,Zomerstraat 20,52.30590000,5.01630000,259500,93,242,2,1960,1,woonhuis,20,4,1.9909652788464198,"Burgemeester Kasteleinstraat 75, 1109 BB Amsterdam, Netherlands",52.3059099,5.0163244,75,,Burgemeester Kasteleinstraat,Zuidoost,1109BB,Driemond,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1071 DJ Amsterdam,Museumplein 7 /I,52.35520000,4.87890000,2600000,234,800,2,1945,1,appartement,30,8,19.593762206140674,"Wouwermanstraat 26-H, 1071 LZ Amsterdam, Netherlands",52.3550303,4.8789777,26-H,,Wouwermanstraat,Zuid,1071LZ,Zuid,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1071 NC Amsterdam,Johannes Verhulststraat 10 BOVEN,52.35520000,4.87890000,899000,136,476,3,1897,1,appartement,29,8,19.593762206140674,"Wouwermanstraat 26-H, 1071 LZ Amsterdam, Netherlands",52.3550303,4.8789777,26-H,,Wouwermanstraat,Zuid,1071LZ,Zuid,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1016 SZ Amsterdam,Rozengracht 234 C,52.37090000,4.88160000,375000,68,221,1,1894,0,appartement,33,3,0,"Canal Ring Area of Amsterdam, Konijnenstraat 20, 1021 HR Amsterdam, Netherlands",52.3709412,4.8817323,20,Canal Ring Area of Amsterdam,Konijnenstraat,,1021HR,Centrum,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1091 TP Amsterdam,Overamstelstraat 24 II-A,52.35560000,4.91350000,250000,47,150,3,1911,0,appartement,26,2,5.562369844050275,"Derde Oosterparkstraat 11E, 1091 JS Amsterdam, Netherlands",52.3556497,4.9135093,11E,,Derde Oosterparkstraat,Oost,1091JS,Oost,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1083 GR Amsterdam,Arent Janszoon Ernststraat 87,52.33020000,4.88440000,385000,111,320,1,1968,0,appartement,17,3,13.788550537185772,"Sijpestein 1, 1083 XH Amsterdam, Netherlands",52.3300849,4.8843245,1,,Sijpestein,Zuid,1083XH,Buitenveldert-Oost,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1092 HA Amsterdam,Transvaalstraat 17 III,52.35650000,4.92280000,319500,50,161,2,1913,0,appartement,19,2,22.97756790395036,"Tugelaweg 40G, 1092 VG Amsterdam, Netherlands",52.35637,4.923063,40G,,Tugelaweg,Oost,1092VG,Transvaalbuurt,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1051 MC Amsterdam,Donker Curtiusstraat 53,52.38180000,4.87170000,275000,60,152,1,1998,0,appartement,24,2,4.222585482550074,"Van Beuningenstraat 194E, 1051 XZ Amsterdam, Netherlands",52.381764,4.8716802,194E,,Van Beuningenstraat,West,1051XZ,West,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1056 XG Amsterdam,Jan Haringstraat 17 A-1,52.37320000,4.85600000,289000,52,182,1,1939,0,appartement,21,4,25.674998739078635,"Admiralengracht 228-2, 1056 TK Amsterdam, Netherlands",52.37323,4.856375,228-2,,Admiralengracht,West,1056TK,De Krommert,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1051 EP Amsterdam,Groen van Prinstererstraat 66 II,52.38180000,4.87170000,189000,37,124,1,1906,0,appartement,20,1,4.222585482550074,"Van Beuningenstraat 194E, 1051 XZ Amsterdam, Netherlands",52.381764,4.8716802,194E,,Van Beuningenstraat,West,1051XZ,West,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1052 XZ Amsterdam,Frederik Hendrikplantsoen 100 hs,52.37700000,4.87400000,375000,70,215,1,1906,1,appartement,23,3,2.189558787067854,"Frederik Hendrikstraat 48-1, 1052 HW Amsterdam, Netherlands",52.3770196,4.8739969,48-1,,Frederik Hendrikstraat,West,1052HW,West,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1074 BM Amsterdam,Hemonystraat 35 II,52.35390000,4.90420000,399000,65,209,1,1882,0,appartement,13,3,2.0789574675973093,"Kuipersstraat 63-H, 1074 EG Amsterdam, Netherlands",52.353913,4.904222,63-H,,Kuipersstraat,Zuid,1074EG,Nieuwe Pijp,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1068 DA Amsterdam,Ruimzicht 316,52.35920000,4.80520000,275000,92,238,1,1960,0,appartement,19,3,1.9680665618174287,"Osdorpplein 677, 1068 TC Amsterdam, Netherlands",52.3592167,4.8052096,677,,Osdorpplein,Nieuw-West,1068TC,Nieuw-West,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1015 PC Amsterdam,Tuinstraat 189,52.37840000,4.88360000,975000,134,417,4,1906,1,woonhuis,29,6,11.715735159463115,"Westerstraat 105-1, 1015 LX Amsterdam, Netherlands",52.3783013,4.8836604,105-1,,Westerstraat,Centrum,1015LX,Centrum,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1019 PG Amsterdam,Bogortuin 42 M73,52.37330000,4.93910000,27500,0,0,1,0,0,parkeergelegenheid,4,1,5.763955155170856,"C.J.K. van Aalststraat 44, 1019 JZ Amsterdam, Netherlands",52.3732484,4.9391081,44,,C.J.K. van Aalststraat,,1019JZ,Eastern Docklands,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1019 HD Amsterdam,Veembroederhof 81,52.37330000,4.93910000,480000,114,330,1,2006,0,appartement,29,4,5.763955155170856,"C.J.K. van Aalststraat 44, 1019 JZ Amsterdam, Netherlands",52.3732484,4.9391081,44,,C.J.K. van Aalststraat,,1019JZ,Eastern Docklands,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1033 CN Amsterdam,Spicastraat 3,52.40920000,4.89020000,225000,65,205,2,1927,1,woonhuis,19,3,5.173699460915118,"Kometensingel 617, 1033 BT Amsterdam, Netherlands",52.409183,4.890129,617,,Kometensingel,Noord,1033BT,Tuindorp Oostzaan,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1095 GH Amsterdam,Mataramstraat 15,52.36660000,4.95200000,225000,62,186,1,1982,1,appartement,16,2,6.439024133897987,"Zeeburgerdijk 585, 1095 AE Amsterdam, Netherlands",52.36658,4.952089,585,,Zeeburgerdijk,Oost,1095AE,Indische Buurt Oost,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1060 PL Amsterdam,Lomondlaan 55,52.34910000,4.78350000,349000,123,407,3,1998,1,woonhuis,29,5,2.700931735231882,"De Alpen, 1060 PH Amsterdam, Netherlands",52.3502145,4.780774,,De Alpen,De Alpen,,1060PH,De Aker,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1102 TE Amsterdam,Boris Pasternakstraat 439,52.31660000,4.95170000,148500,60,185,1,1984,0,appartement,18,3,49.79663637578256,"Raoul Wallenberghofje 3, 1102 AH Amsterdam, Netherlands",52.316997,4.952039,3,,Raoul Wallenberghofje,Zuidoost,1102AH,Bijlmer Centrum,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1067 TL Amsterdam,Raasdorperweg 80,52.37860000,4.79870000,0,133,420,2,1979,1,woonhuis,13,5,18.895369031063424,"Strackéstraat 8, 1067 KR Amsterdam, Netherlands",52.37863,4.798974,8,,Strackéstraat,Nieuw-West,1067KR,Geuzenveld,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1067 XW Amsterdam,Burgemeester Röellstraat 596,52.37860000,4.79870000,215000,0,0,1,0,0,onbekend,1,1,18.895369031063424,"Strackéstraat 8, 1067 KR Amsterdam, Netherlands",52.37863,4.798974,8,,Strackéstraat,Nieuw-West,1067KR,Geuzenveld,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1073 TW Amsterdam,Van Ostadestraat 296 hs,52.35320000,4.89820000,850000,132,498,1,1906,1,appartement,33,4,2.2512175683180513,"Van Ostadestraat 209K, 1073 TN Amsterdam, Netherlands",52.3532055,4.8981681,209K,,Van Ostadestraat,Zuid,1073TN,Zuid,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1015 ND Amsterdam,Anjeliersstraat 45,52.37840000,4.88360000,200000,30,70,1,2011,0,appartement,18,1,11.715735159463115,"Westerstraat 105-1, 1015 LX Amsterdam, Netherlands",52.3783013,4.8836604,105-1,,Westerstraat,Centrum,1015LX,Centrum,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1071 VA Amsterdam,Balthasar Floriszstraat 39 -1,52.35520000,4.87890000,339000,52,150,1,1906,0,appartement,16,2,19.593762206140674,"Wouwermanstraat 26-H, 1071 LZ Amsterdam, Netherlands",52.3550303,4.8789777,26-H,,Wouwermanstraat,Zuid,1071LZ,Zuid,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1082 HG Amsterdam,Van Nijenrodeweg 385,52.33110000,4.87420000,169011,34,111,1,1966,0,appartement,24,2,14.773310690004186,"Doddendaal 197, 1082 XT Amsterdam, Netherlands",52.3309672,4.8742065,197,,Doddendaal,Zuid,1082XT,Buitenveldert,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1058 NC Amsterdam,Legmeerstraat 65 I,52.35790000,4.85100000,275000,51,172,1,1930,0,appartement,21,2,3.014316145532016,"Surinameplein, 1058 Amsterdam, Netherlands",52.357885,4.8518022,,Surinameplein,Surinameplein,,1058,,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1095 AT Amsterdam,Molukkenstraat 37 3,52.36660000,4.95200000,429000,78,250,4,1925,0,appartement,20,3,6.439024133897987,"Zeeburgerdijk 585, 1095 AE Amsterdam, Netherlands",52.36658,4.952089,585,,Zeeburgerdijk,Oost,1095AE,Indische Buurt Oost,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1016 CR Amsterdam,Leidsegracht 78 /hs,52.37090000,4.88160000,1750000,240,700,6,1906,1,appartement,60,6,0,"Canal Ring Area of Amsterdam, Konijnenstraat 20, 1021 HR Amsterdam, Netherlands",52.3709412,4.8817323,20,Canal Ring Area of Amsterdam,Konijnenstraat,,1021HR,Centrum,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1016 AT Amsterdam,Dubbeleworststeeg 2,52.37090000,4.88160000,1850000,325,910,4,1640,0,woonhuis,68,7,0,"Canal Ring Area of Amsterdam, Konijnenstraat 20, 1021 HR Amsterdam, Netherlands",52.3709412,4.8817323,20,Canal Ring Area of Amsterdam,Konijnenstraat,,1021HR,Centrum,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1079 WP Amsterdam,Kribbestraat 55 II,52.34230000,4.90360000,625000,110,338,2,1935,0,appartement,32,4,7.649499795287331,"Zomerdijkstraat 23-3, 1079 WZ Amsterdam, Netherlands",52.3423661,4.9035688,23-3,,Zomerdijkstraat,Zuid,1079WZ,Rijnbuurt,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1016 EJ Amsterdam,Keizersgracht 365 E,52.37090000,4.88160000,1000000,140,557,1,1725,0,appartement,14,3,0,"Canal Ring Area of Amsterdam, Konijnenstraat 20, 1021 HR Amsterdam, Netherlands",52.3709412,4.8817323,20,Canal Ring Area of Amsterdam,Konijnenstraat,,1021HR,Centrum,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1058 EM Amsterdam,Nachtwachtlaan 332,52.35790000,4.85100000,350000,98,250,1,1968,0,appartement,12,3,3.014316145532016,"Surinameplein, 1058 Amsterdam, Netherlands",52.357885,4.8518022,,Surinameplein,Surinameplein,,1058,,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1052 JX Amsterdam,Van Oldenbarneveldtstraat 87 III,52.37700000,4.87400000,650000,118,412,2,1882,0,appartement,27,4,2.189558787067854,"Frederik Hendrikstraat 48-1, 1052 HW Amsterdam, Netherlands",52.3770196,4.8739969,48-1,,Frederik Hendrikstraat,West,1052HW,West,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1069 EC Amsterdam,Langswater 366,52.35560000,4.79070000,175000,74,240,1,1963,0,appartement,26,3,25.493785079984995,"Langswater 384, 1069 EC Amsterdam, Netherlands",52.355533,4.790341,384,,Langswater,Nieuw-West,1069EC,De Punt,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
