original_postalcode,original_street,original_lat,original_lng,original_price,original_area,original_volume,original_floors,original_year_build,original_has_garden,original_type,original_photos,original_rooms,distance,formatted,lat,lon,housenumber,name,street,district,postcode,suburb,city,state,country,country_code,attribution,attribution_license,attribution_url
1072 VZ Amsterdam,Daniël Stalpertstraat 19 2 hg,52.35350000,4.89020000,275000,43,137,5,1906,0,appartement,14,2,4.566243169923167,"Eerste Jan van der Heijdenstraat 109-HV, 1072 TN Amsterdam, Netherlands",52.3534607,4.8901805,109-HV,,Eerste Jan van der Heijdenstraat,,1072TN,Zuid,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1056 PM Amsterdam,Orteliusstraat 278 IV,52.37320000,4.85600000,285000,48,154,4,1931,1,appartement,23,2,25.674998739078635,"Admiralengracht 228-2, 1056 TK Amsterdam, Netherlands",52.37323,4.856375,228-2,,Admiralengracht,West,1056TK,De Krommert,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1087 EM Amsterdam,IJburglaan 828,52.35390000,5.00050000,335000,96,291,1,2003,0,appartement,25,3,14.547622573122053,"Maria Austriastraat 987, 1087 JB Amsterdam, Netherlands",52.353989,5.000657,987,,Maria Austriastraat,Oost,1087JB,IJburg West,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1096 AK Amsterdam,State Amsterdam,52.33870000,4.91970000,3049915,488,1269,1,2019,0,appartement,7,7,0.9954410102966944,"Amstelvlietstraat 408, 1096 GG Amsterdam, Netherlands",52.3387075,4.919692,408,,Amstelvlietstraat,Oost,1096GG,De Omval,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1055 NR Amsterdam,Gibraltarstraat 60 HS,52.38020000,4.85240000,250000,71,185,4,1936,1,appartement,25,3,1.7680981373911713,"Hertspieghelweg 8-3, 1055 KL Amsterdam, Netherlands",52.380187,4.852385,8-3,,Hertspieghelweg,West,1055KL,Landlust,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1035 LB Amsterdam,Sandwijk 20,52.41960000,4.89440000,339011,116,318,3,1994,1,woonhuis,31,4,5.227310669140413,"Jacob Honigstraat 5, 1035 XV Amsterdam, Netherlands",52.419555,4.8944223,5,,Jacob Honigstraat,Noord,1035XV,Oostzanerwerf,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1093 EE Amsterdam,Linnaeusstraat 33 A,52.36180000,4.92800000,335000,76,240,1,1985,0,appartement,22,3,0,"Dappermarkt, Tweede van Swindenstraat, 1093 GS Amsterdam, Netherlands",52.363045150000005,4.92724532349044,,Dappermarkt,Tweede van Swindenstraat,,1093GS,Oost,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1053 KB Amsterdam,Jacob van Lennepstraat 250 a,52.36680000,4.86810000,469000,73,200,1,1905,0,appartement,19,3,0,"De Hallen, Hannie Dankbaarpassage 20, 1053 RS Amsterdam, Netherlands",52.3667658,4.868139,20,De Hallen,Hannie Dankbaarpassage,,1053RS,West,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1060 NT Amsterdam,Brenner 51 .,52.34910000,4.78350000,400000,0,0,1,0,0,onbekend,1,1,2.700931735231882,"De Alpen, 1060 PH Amsterdam, Netherlands",52.3502145,4.780774,,De Alpen,De Alpen,,1060PH,De Aker,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1066 Amsterdam,Duke Ellingtonstraat,52.34600000,4.81630000,17500,0,0,1,0,0,parkeergelegenheid,1,1,2.7080196663115323,"Antwerpenbaan, Laan van Vlaanderen, 1066 JL Amsterdam, Netherlands",52.3460233,4.8162884,,Antwerpenbaan,Laan van Vlaanderen,Nieuw-West,1066JL,Sloterpolder,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1081 ER Amsterdam,Bolestein 772,52.32780000,4.86200000,350000,91,288,1,1968,0,appartement,22,3,45.897876912526065,"Van Der Boechorststraat 40, 1081 BV Amsterdam, Netherlands",52.327514,4.861513,40,,Van Der Boechorststraat,Zuid,1081BV,Buitenveldert-West,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1035 XD Amsterdam,Stentorstraat 77 hs,52.41960000,4.89440000,210011,66,220,2,1955,1,appartement,25,3,5.227310669140413,"Jacob Honigstraat 5, 1035 XV Amsterdam, Netherlands",52.419555,4.8944223,5,,Jacob Honigstraat,Noord,1035XV,Oostzanerwerf,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1051 VB Amsterdam,Van der Hoopstraat 43 II,52.38180000,4.87170000,375000,75,252,1,1906,0,appartement,19,3,4.222585482550074,"Van Beuningenstraat 194E, 1051 XZ Amsterdam, Netherlands",52.381764,4.8716802,194E,,Van Beuningenstraat,West,1051XZ,West,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1095 DK Amsterdam,Insulindeweg 792,52.36660000,4.95200000,200000,56,167,1,1988,0,appartement,30,2,6.439024133897987,"Zeeburgerdijk 585, 1095 AE Amsterdam, Netherlands",52.36658,4.952089,585,,Zeeburgerdijk,Oost,1095AE,Indische Buurt Oost,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1019 RM Amsterdam,Sumatrakade 1319,52.37330000,4.93910000,32500,0,0,1,0,0,parkeergelegenheid,5,1,5.763955155170856,"C.J.K. van Aalststraat 44, 1019 JZ Amsterdam, Netherlands",52.3732484,4.9391081,44,,C.J.K. van Aalststraat,,1019JZ,Eastern Docklands,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1071 XN Amsterdam,Hobbemakade 78 HS,52.35520000,4.87890000,350000,54,263,1,1905,1,appartement,25,2,19.593762206140674,"Wouwermanstraat 26-H, 1071 LZ Amsterdam, Netherlands",52.3550303,4.8789777,26-H,,Wouwermanstraat,Zuid,1071LZ,Zuid,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1056 RL Amsterdam,Shackletonstraat 3 III,52.37320000,4.85600000,260000,72,229,1,1926,0,appartement,16,3,25.674998739078635,"Admiralengracht 228-2, 1056 TK Amsterdam, Netherlands",52.37323,4.856375,228-2,,Admiralengracht,West,1056TK,De Krommert,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1055 RZ Amsterdam,Nieuwpoortstraat 94 A14,52.38020000,4.85240000,240000,48,170,1,2017,1,appartement,20,2,1.7680981373911713,"Hertspieghelweg 8-3, 1055 KL Amsterdam, Netherlands",52.380187,4.852385,8-3,,Hertspieghelweg,West,1055KL,Landlust,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1055 NR Amsterdam,Gibraltarstraat 66 HS,52.38020000,4.85240000,325000,77,220,1,1936,1,appartement,22,3,1.7680981373911713,"Hertspieghelweg 8-3, 1055 KL Amsterdam, Netherlands",52.380187,4.852385,8-3,,Hertspieghelweg,West,1055KL,Landlust,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1098 JK Amsterdam,Archimedesweg 17 hs,52.35290000,4.94220000,799000,181,574,2,1901,1,appartement,26,7,5.359207257903827,"Voltaplein 42, 1098 NS Amsterdam, Netherlands",52.3529478,4.9421899,42,,Voltaplein,Oost,1098NS,Oost,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1094 GR Amsterdam,Madurastraat 70 II,52.36260000,4.93600000,250000,50,166,1,1906,0,appartement,20,2,22.683970451466475,"Sumatrastraat 69, 1094 LR Amsterdam, Netherlands",52.362521,4.936308,69,,Sumatrastraat,Oost,1094LR,Indische Buurt West,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1032 CC Amsterdam,Hazelaarstraat 59,52.39640000,4.91260000,235000,55,200,2,1931,1,woonhuis,27,3,13.57212487812395,"Heggerankweg 89-1, 1032 JC Amsterdam, Netherlands",52.396469,4.912765,89-1,,Heggerankweg,Noord,1032JC,Volewijck,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1075 HV Amsterdam,Emmastraat 24,52.35180000,4.85860000,3250000,349,1347,5,1906,1,woonhuis,59,8,12.51019917998629,"Koninginneweg 237-H, 1075 CT Amsterdam, Netherlands",52.3519024,4.8585237,237-H,,Koninginneweg,Zuid,1075CT,Zuid,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1028 AX Amsterdam,Nieuwe Gouw,52.40140000,5.00730000,650000,0,0,1,0,0,object,1,1,500.8931529344327,"Bloemendalergouw 49B, 1028 BH Amsterdam, Netherlands",52.396972,5.008656,49B,,Bloemendalergouw,Noord,1028BH,Waterland,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1019 PW Amsterdam,Majanggracht 17,52.37330000,4.93910000,898000,210,550,5,2000,1,woonhuis,11,8,5.763955155170856,"C.J.K. van Aalststraat 44, 1019 JZ Amsterdam, Netherlands",52.3732484,4.9391081,44,,C.J.K. van Aalststraat,,1019JZ,Eastern Docklands,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1068 GL Amsterdam,Martini van Geffenstraat 130,52.35920000,4.80520000,299000,130,335,2,2002,0,appartement,15,4,1.9680665618174287,"Osdorpplein 677, 1068 TC Amsterdam, Netherlands",52.3592167,4.8052096,677,,Osdorpplein,Nieuw-West,1068TC,Nieuw-West,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1056 KN Amsterdam,Geuzenkade 56 III,52.37320000,4.85600000,245000,52,173,1,1934,0,appartement,19,3,25.674998739078635,"Admiralengracht 228-2, 1056 TK Amsterdam, Netherlands",52.37323,4.856375,228-2,,Admiralengracht,West,1056TK,De Krommert,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1091 TM Amsterdam,Overamstelstraat 125,52.35560000,4.91350000,275000,55,162,1,1993,0,appartement,46,3,5.562369844050275,"Derde Oosterparkstraat 11E, 1091 JS Amsterdam, Netherlands",52.3556497,4.9135093,11E,,Derde Oosterparkstraat,Oost,1091JS,Oost,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1056 PW Amsterdam,Mercatorstraat 5 hs,52.37320000,4.85600000,450000,86,273,1,1926,1,appartement,26,3,25.674998739078635,"Admiralengracht 228-2, 1056 TK Amsterdam, Netherlands",52.37323,4.856375,228-2,,Admiralengracht,West,1056TK,De Krommert,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1079 JP Amsterdam,Vechtstraat 122 -II,52.34230000,4.90360000,300000,51,136,1,1934,0,appartement,13,3,7.649499795287331,"Zomerdijkstraat 23-3, 1079 WZ Amsterdam, Netherlands",52.3423661,4.9035688,23-3,,Zomerdijkstraat,Zuid,1079WZ,Rijnbuurt,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1069 GA Amsterdam,Osdorper Ban 577,52.35560000,4.79070000,250000,92,270,1,2006,0,appartement,23,3,25.493785079984995,"Langswater 384, 1069 EC Amsterdam, Netherlands",52.355533,4.790341,384,,Langswater,Nieuw-West,1069EC,De Punt,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1072 HV Amsterdam,Dusartstraat 62 hs,52.35350000,4.89020000,945000,147,309,2,1906,1,appartement,35,6,4.566243169923167,"Eerste Jan van der Heijdenstraat 109-HV, 1072 TN Amsterdam, Netherlands",52.3534607,4.8901805,109-HV,,Eerste Jan van der Heijdenstraat,,1072TN,Zuid,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1016 HR Amsterdam,Prinsengracht 495 II,52.37090000,4.88160000,975000,175,610,1,1880,0,appartement,25,5,0,"Canal Ring Area of Amsterdam, Konijnenstraat 20, 1021 HR Amsterdam, Netherlands",52.3709412,4.8817323,20,Canal Ring Area of Amsterdam,Konijnenstraat,,1021HR,Centrum,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1063 ER Amsterdam,Coronelstraat 21,52.38140000,4.82590000,299000,85,265,2,1954,1,woonhuis,20,4,2.5954411684806953,"Van Gilsestraat 13-H, 1063 VS Amsterdam, Netherlands",52.3814121,4.8259327,13-H,,Van Gilsestraat,Nieuw-West,1063VS,Slotermeer,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1061 BV Amsterdam,Blauwvoetstraat 12 hs,52.37360000,4.83950000,317500,79,213,2,1952,1,appartement,12,5,19.250318965195206,"Rinus Michelslaan 14A, 1061 MB Amsterdam, Netherlands",52.373438,4.8394,14A,,Rinus Michelslaan,West,1061MB,Kolenkitbuurt,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1063 NV Amsterdam,Burgemeester Van Leeuwenlaan 156,52.38140000,4.82590000,299000,103,303,3,1954,1,woonhuis,26,4,2.5954411684806953,"Van Gilsestraat 13-H, 1063 VS Amsterdam, Netherlands",52.3814121,4.8259327,13-H,,Van Gilsestraat,Nieuw-West,1063VS,Slotermeer,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1067 XW Amsterdam,Burgemeester Röellstraat 606,52.37860000,4.79870000,215000,89,225,1,2004,0,appartement,26,3,18.895369031063424,"Strackéstraat 8, 1067 KR Amsterdam, Netherlands",52.37863,4.798974,8,,Strackéstraat,Nieuw-West,1067KR,Geuzenveld,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1013 AK Amsterdam,Bouwnummer 114 (Bouwnr. 114),52.38770000,4.88390000,759000,168,681,4,2019,1,woonhuis,1,4,22.600580536478933,"Houtmankade 58A, 1013 MZ Amsterdam, Netherlands",52.387801,4.883611,58A,,Houtmankade,West,1013MZ,Spaarndammer- en Zeeheldenbuurt,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1025 AL Amsterdam,Elpermeer 132,52.39900000,4.93610000,30000,0,0,1,0,0,parkeergelegenheid,3,1,12.750199922949465,"Buikslotermeerplein 124, 1025 EX Amsterdam, Netherlands",52.3989423,4.9362624,124,,Buikslotermeerplein,Noord,1025EX,Noord,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1055 CE Amsterdam,Esmoreitstraat 20 3,52.38020000,4.85240000,245000,55,180,2,1931,0,appartement,22,6,1.7680981373911713,"Hertspieghelweg 8-3, 1055 KL Amsterdam, Netherlands",52.380187,4.852385,8-3,,Hertspieghelweg,West,1055KL,Landlust,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1015 XD Amsterdam,Westerkade 11 -C,52.37840000,4.88360000,185500,25,77,1,1906,0,appartement,9,2,11.715735159463115,"Westerstraat 105-1, 1015 LX Amsterdam, Netherlands",52.3783013,4.8836604,105-1,,Westerstraat,Centrum,1015LX,Centrum,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1102 ST Amsterdam,Anna Blamansingel 64,52.31660000,4.95170000,245000,102,286,1,2006,0,appartement,24,3,49.79663637578256,"Raoul Wallenberghofje 3, 1102 AH Amsterdam, Netherlands",52.316997,4.952039,3,,Raoul Wallenberghofje,Zuidoost,1102AH,Bijlmer Centrum,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1054 VM Amsterdam,Staringstraat 5 L,52.36170000,4.86690000,375000,71,174,1,1990,0,appartement,25,3,12.085615741751521,"Brederodestraat 15-2, 1054 MP Amsterdam, Netherlands",52.361808,4.86692,15-2,,Brederodestraat,West,1054MP,Helmersbuurt,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1096 GJ Amsterdam,Welnastraat 321,52.33870000,4.91970000,159511,28,96,1,2015,0,appartement,24,1,0.9954410102966944,"Amstelvlietstraat 408, 1096 GG Amsterdam, Netherlands",52.3387075,4.919692,408,,Amstelvlietstraat,Oost,1096GG,De Omval,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1058 EM Amsterdam,Nachtwachtlaan 343,52.35790000,4.85100000,315000,98,250,1,1968,0,appartement,16,3,3.014316145532016,"Surinameplein, 1058 Amsterdam, Netherlands",52.357885,4.8518022,,Surinameplein,Surinameplein,,1058,,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1087 AW Amsterdam,Johan van der Keukenstraat,52.35390000,5.00050000,14000,0,0,1,0,0,parkeergelegenheid,4,1,14.547622573122053,"Maria Austriastraat 987, 1087 JB Amsterdam, Netherlands",52.353989,5.000657,987,,Maria Austriastraat,Oost,1087JB,IJburg West,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1053 ED Amsterdam,Kinkerstraat 112 1,52.36680000,4.86810000,199000,30,97,1,1906,0,appartement,15,2,0,"De Hallen, Hannie Dankbaarpassage 20, 1053 RS Amsterdam, Netherlands",52.3667658,4.868139,20,De Hallen,Hannie Dankbaarpassage,,1053RS,West,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1066 ER Amsterdam,Akersluis 11,52.34600000,4.81630000,589000,0,0,1,0,0,onbekend,1,1,2.7080196663115323,"Antwerpenbaan, Laan van Vlaanderen, 1066 JL Amsterdam, Netherlands",52.3460233,4.8162884,,Antwerpenbaan,Laan van Vlaanderen,Nieuw-West,1066JL,Sloterpolder,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1102 AC Amsterdam,Bijlmerdreef 538,52.31660000,4.95170000,250000,94,270,1,2007,0,appartement,29,3,49.79663637578256,"Raoul Wallenberghofje 3, 1102 AH Amsterdam, Netherlands",52.316997,4.952039,3,,Raoul Wallenberghofje,Zuidoost,1102AH,Bijlmer Centrum,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1060 RX Amsterdam,Valutaboulevard 55,52.34910000,4.78350000,450000,167,500,4,1998,1,woonhuis,24,5,2.700931735231882,"De Alpen, 1060 PH Amsterdam, Netherlands",52.3502145,4.780774,,De Alpen,De Alpen,,1060PH,De Aker,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1060 RX Amsterdam,Valutaboulevard 14,52.34910000,4.78350000,375000,141,409,4,1999,1,woonhuis,19,5,2.700931735231882,"De Alpen, 1060 PH Amsterdam, Netherlands",52.3502145,4.780774,,De Alpen,De Alpen,,1060PH,De Aker,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1058 TP Amsterdam,Westlandgracht 83 -2,52.35790000,4.85100000,269500,55,181,1,1934,0,appartement,19,3,3.014316145532016,"Surinameplein, 1058 Amsterdam, Netherlands",52.357885,4.8518022,,Surinameplein,Surinameplein,,1058,,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1081 KS Amsterdam,Schokkerspad 36,52.32780000,4.86200000,1350000,192,564,6,1991,0,appartement,33,5,45.897876912526065,"Van Der Boechorststraat 40, 1081 BV Amsterdam, Netherlands",52.327514,4.861513,40,,Van Der Boechorststraat,Zuid,1081BV,Buitenveldert-West,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1058 ST Amsterdam,Vogelenzangstraat 24 hs,52.35790000,4.85100000,325000,46,176,3,1931,1,appartement,29,3,3.014316145532016,"Surinameplein, 1058 Amsterdam, Netherlands",52.357885,4.8518022,,Surinameplein,Surinameplein,,1058,,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1054 JZ Amsterdam,Overtoom 480 I,52.36170000,4.86690000,549000,93,307,5,1906,0,appartement,34,3,12.085615741751521,"Brederodestraat 15-2, 1054 MP Amsterdam, Netherlands",52.361808,4.86692,15-2,,Brederodestraat,West,1054MP,Helmersbuurt,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1061 TJ Amsterdam,Willy Sluiterstraat 104,52.37360000,4.83950000,360000,90,283,6,2013,0,appartement,23,4,19.250318965195206,"Rinus Michelslaan 14A, 1061 MB Amsterdam, Netherlands",52.373438,4.8394,14A,,Rinus Michelslaan,West,1061MB,Kolenkitbuurt,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1013 SJ Amsterdam,Wormerveerstraat 7 -HS R,52.38770000,4.88390000,225000,38,135,1,1916,1,appartement,25,2,22.600580536478933,"Houtmankade 58A, 1013 MZ Amsterdam, Netherlands",52.387801,4.883611,58A,,Houtmankade,West,1013MZ,Spaarndammer- en Zeeheldenbuurt,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1071 CC Amsterdam,Pieter Cornelisz. Hooftstraat 90 II,52.35520000,4.87890000,895000,105,401,2,1906,0,appartement,26,2,19.593762206140674,"Wouwermanstraat 26-H, 1071 LZ Amsterdam, Netherlands",52.3550303,4.8789777,26-H,,Wouwermanstraat,Zuid,1071LZ,Zuid,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1013 AK Amsterdam,Bouwnummer 116 (Bouwnr. 116),52.38770000,4.88390000,1107250,219,953,3,2019,1,woonhuis,2,3,22.600580536478933,"Houtmankade 58A, 1013 MZ Amsterdam, Netherlands",52.387801,4.883611,58A,,Houtmankade,West,1013MZ,Spaarndammer- en Zeeheldenbuurt,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1079 BN Amsterdam,Uiterwaardenstraat 9 -III,52.34230000,4.90360000,369000,56,177,1,1934,1,appartement,28,3,7.649499795287331,"Zomerdijkstraat 23-3, 1079 WZ Amsterdam, Netherlands",52.3423661,4.9035688,23-3,,Zomerdijkstraat,Zuid,1079WZ,Rijnbuurt,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1053 SV Amsterdam,Jan Hanzenstraat 108 /III,52.36680000,4.86810000,185000,30,93,3,1906,0,appartement,22,1,0,"De Hallen, Hannie Dankbaarpassage 20, 1053 RS Amsterdam, Netherlands",52.3667658,4.868139,20,De Hallen,Hannie Dankbaarpassage,,1053RS,West,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1031 KB Amsterdam,Spadinalaan 64,52.38880000,4.90620000,519500,87,295,1,2010,0,appartement,16,2,17.848969312931615,"Ranonkelkade 24N, 1031 XS Amsterdam, Netherlands",52.388669,4.906352,24N,,Ranonkelkade,Noord,1031XS,Buiksloterham,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1071 VN Amsterdam,Cornelis Anthoniszstraat 11 II,52.35520000,4.87890000,395000,53,175,1,1899,0,appartement,21,3,19.593762206140674,"Wouwermanstraat 26-H, 1071 LZ Amsterdam, Netherlands",52.3550303,4.8789777,26-H,,Wouwermanstraat,Zuid,1071LZ,Zuid,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1107 VE Amsterdam,Snodenhoekpark 2,52.29320000,4.98030000,235000,104,337,2,1981,1,woonhuis,23,4,5.755793401264633,"Sliedrechtstraat, 1107 JR Amsterdam, Netherlands",52.2932466,4.9805132,,Sliedrechtstraat,Sliedrechtstraat,,1107JR,Gein,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1012 RN Amsterdam,Wijdesteeg 3 K,52.37350000,4.89510000,604840,77,250,4,1906,0,appartement,25,2,21.629838672501716,"Warmoesstraat 157, 1012 JC Amsterdam, Netherlands",52.373392,4.895365,157,,Warmoesstraat,Centrum,1012JC,Oudezijde,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1019 TB Amsterdam,J.F. van Hengelstraat 37,52.37330000,4.93910000,475000,101,318,2,1998,1,appartement,36,4,5.763955155170856,"C.J.K. van Aalststraat 44, 1019 JZ Amsterdam, Netherlands",52.3732484,4.9391081,44,,C.J.K. van Aalststraat,,1019JZ,Eastern Docklands,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1013 LM Amsterdam,Prinseneiland 93 *,52.38770000,4.88390000,2850000,660,2000,5,1906,0,woonhuis,40,14,22.600580536478933,"Houtmankade 58A, 1013 MZ Amsterdam, Netherlands",52.387801,4.883611,58A,,Houtmankade,West,1013MZ,Spaarndammer- en Zeeheldenbuurt,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1051 GJ Amsterdam,Bentinckstraat 97 2,52.38180000,4.87170000,225000,38,128,1,1906,0,appartement,26,2,4.222585482550074,"Van Beuningenstraat 194E, 1051 XZ Amsterdam, Netherlands",52.381764,4.8716802,194E,,Van Beuningenstraat,West,1051XZ,West,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1013 PD Amsterdam,Dirk Hartoghstraat 83,52.38770000,4.88390000,225000,47,151,5,1879,0,appartement,24,2,22.600580536478933,"Houtmankade 58A, 1013 MZ Amsterdam, Netherlands",52.387801,4.883611,58A,,Houtmankade,West,1013MZ,Spaarndammer- en Zeeheldenbuurt,Amsterdam,North Holland,Netherlands,nl,© OpenAddresses contributors,BSD-3-Clause License,
1071 LD Amsterdam,Palestrinastraat 15 BOVEN,52.35520000,4.87890000,1100000,164,575,2,1906,1,appartement,41,4,19.593762206140674,"Wouwermanstraat 26-H, 1071 LZ Amsterdam, Netherlands",52.3550303,4.8789777,26-H,,Wouwermanstraat,Zuid,1071LZ,Zuid,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1051 TZ Amsterdam,Joan Melchior Kemperstraat 138 -3,52.38180000,4.87170000,500000,106,300,2,1906,0,appartement,25,4,4.222585482550074,"Van Beuningenstraat 194E, 1051 XZ Amsterdam, Netherlands",52.381764,4.8716802,194E,,Van Beuningenstraat,West,1051XZ,West,Amsterdam,North Holland,Netherlands,nl,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
